method,run,epoch,stage,total_loss,data_thickness_group_loss,data_rate_loss,data_uniformity_loss,data_ri_loss,data_stress_loss,phys_ht_loss,phys_maxmin_loss,phys_uniformity_def_loss,phys_mono_t_loss,phys_nonneg_h_loss,phys_nonneg_r_loss,train_thk_rmse,val_thk_rmse
PINN20260414,1,28,pretrain,1.6082853078842163,0.532873809337616,0.0661962479352951,1.0008846521377563,0.41300278902053833,0.5134453773498535,661606.375,8375.2275390625,4.90777587890625,0.0,0.0,0.0,947.830219501362,921.5381842332959
PINN20260414,1,30,pretrain,1.5131099224090576,0.4769659638404846,0.05237456038594246,0.9752514958381653,0.39542126655578613,0.5018495917320251,660499.5625,5415.310546875,5.532000541687012,0.0,0.0,0.0,912.60338455432,911.0485374007249
PINN20260414,1,31,pretrain,1.4844982624053955,0.4635399281978607,0.04789223149418831,0.965191662311554,0.38649725914001465,0.49786123633384705,674790.4375,4626.76953125,5.396857261657715,0.0,0.0,0.0,901.0306251731957,924.3164028080428
PINN20260414,1,33,pretrain,1.423061490058899,0.42704302072525024,0.04271550849080086,0.9484681487083435,0.3683076798915863,0.49088412523269653,616355.1875,4721.7841796875,4.708652973175049,0.0,0.0,0.0,846.467217321498,892.3200448830005
PINN20260414,1,35,pretrain,1.331777811050415,0.35727986693382263,0.04155668243765831,0.9317489862442017,0.35260009765625,0.4823262393474579,474076.25,5947.513671875,4.510458469390869,0.0,0.0,0.0,761.2784887936871,805.7115256095075
PINN20260414,1,37,pretrain,1.2538644075393677,0.2994800806045532,0.042544931173324585,0.9134766459465027,0.3397434651851654,0.4727298319339752,448328.9375,6426.87158203125,4.480834007263184,0.0,0.0,0.0,700.32068547202,781.7940905379114
PINN20260414,1,39,pretrain,1.2030363082885742,0.2700335681438446,0.04358002170920372,0.8954706788063049,0.3240682780742645,0.4624578058719635,576853.6875,6562.61669921875,4.743402481079102,0.0,0.0,0.0,664.9845392939599,818.3804509517563
PINN20260414,1,41,pretrain,1.1541712284088135,0.24284201860427856,0.04394051432609558,0.8797416090965271,0.30714151263237,0.4509503245353699,755045.125,6793.1328125,5.1690673828125,0.0,0.0,0.0,624.8870898010296,830.2016321352302
PINN20260414,1,43,pretrain,1.1028563976287842,0.21081820130348206,0.04314068704843521,0.8677551746368408,0.2938845157623291,0.43863749504089355,840447.8125,5607.517578125,5.112863540649414,0.0,0.0,0.0,588.2501593709941,808.4914579016898
PINN20260414,1,45,pretrain,1.0667983293533325,0.1924152672290802,0.040424708276987076,0.8596440553665161,0.2829093635082245,0.42618608474731445,773698.5625,3389.705810546875,4.654494762420654,0.0,0.0,0.0,566.9093016082908,788.7109340563246
PINN20260414,1,47,pretrain,1.0348470211029053,0.17884960770606995,0.03650272637605667,0.8519004583358765,0.27206164598464966,0.41366061568260193,583755.9375,1645.68505859375,4.220407962799072,0.0,0.0,0.0,536.2296033417028,767.2491039421291
PINN20260414,1,49,pretrain,0.9973660707473755,0.15961864590644836,0.03322211652994156,0.843177318572998,0.2619020938873291,0.4010050296783447,350527.34375,876.1948852539062,3.9303410053253174,0.0,0.0,0.0,507.48883916299087,735.6362467279599
PINN20260414,1,51,pretrain,0.9666646122932434,0.14652632176876068,0.03101193718612194,0.833008885383606,0.2527785301208496,0.38882389664649963,203973.25,912.3640747070312,3.747486114501953,0.0,0.0,0.0,503.09613271222827,705.9490066569964
PINN20260414,1,52,pretrain,0.9551610350608826,0.14442691206932068,0.0300314761698246,0.8264932632446289,0.24797385931015015,0.38324689865112305,178195.125,1040.3004150390625,3.655808210372925,0.0,0.0,0.0,503.31572471958395,694.5333865265226
PINN20260414,1,54,pretrain,0.9306988716125488,0.1403215527534485,0.028031304478645325,0.8103035688400269,0.237306147813797,0.3736952841281891,163576.578125,1427.4876708984375,3.5426557064056396,0.0,0.0,0.0,493.8540713105441,676.5455453995688
PINN20260414,1,56,pretrain,0.9040334224700928,0.13332368433475494,0.026358194649219513,0.7931332588195801,0.22691436111927032,0.36595481634140015,161452.03125,2247.269287109375,3.7714550495147705,0.0,0.0,0.0,482.2285019832403,665.7625092703854
PINN20260414,1,58,pretrain,0.8817484378814697,0.12967891991138458,0.025485670194029808,0.7770523428916931,0.21597322821617126,0.3581203818321228,186879.34375,2876.702880859375,4.085687637329102,0.0,0.0,0.0,476.94596457565297,665.4201914955692
PINN20260414,1,60,pretrain,0.8594413995742798,0.12709946930408478,0.02505403198301792,0.7595868110656738,0.20396481454372406,0.34992140531539917,228970.6875,2609.025634765625,3.9100663661956787,0.0,0.0,0.0,471.25858745491314,675.064302492733
PINN20260414,1,62,pretrain,0.8360465168952942,0.12337332963943481,0.0245060995221138,0.7416417002677917,0.19281835854053497,0.3419119119644165,254721.0625,1991.3424072265625,3.2882864475250244,0.0,0.0,0.0,465.8035731400093,680.0814519232237
PINN20260414,1,64,pretrain,0.81383216381073,0.12029425799846649,0.023955367505550385,0.7242660522460938,0.1822088360786438,0.3338609039783478,258783.875,1681.7210693359375,2.724208354949951,0.0,0.0,0.0,460.7145096206543,674.1601256378191
PINN20260414,1,66,pretrain,0.7908804416656494,0.1165025606751442,0.023527229204773903,0.7059727907180786,0.17197184264659882,0.3263673186302185,257961.3125,1619.7542724609375,2.4824893474578857,0.0,0.0,0.0,451.8794432699943,669.2798601855579
PINN20260414,1,68,pretrain,0.7685152292251587,0.11189722269773483,0.02324714884161949,0.6868551969528198,0.16413439810276031,0.3205067813396454,264676.09375,1397.82958984375,2.3600125312805176,0.0,0.0,0.0,442.0276610405733,668.5636656295345
PINN20260414,1,70,pretrain,0.7458623051643372,0.1075613796710968,0.022984353825449944,0.6664178371429443,0.15764309465885162,0.31401094794273376,294291.4375,1148.204345703125,2.256385564804077,0.0,0.0,0.0,432.1489362766036,666.8622655766331
PINN20260414,1,71,pretrain,0.733820378780365,0.10540833324193954,0.022843409329652786,0.6552959680557251,0.15454240143299103,0.31028541922569275,318044.125,1073.9443359375,2.2215816974639893,0.0,0.0,0.0,427.2321529332735,667.5773363438876
PINN20260414,1,73,pretrain,0.7103493809700012,0.10132943093776703,0.02259611338376999,0.6323758363723755,0.14952939748764038,0.303411602973938,372036.40625,1033.563720703125,2.1962475776672363,0.0,0.0,0.0,418.22491332415865,671.9058946385275
PINN20260414,1,75,pretrain,0.6881815195083618,0.09770604968070984,0.022360030561685562,0.6096169352531433,0.1452770233154297,0.2974128723144531,424396.75,962.127197265625,2.2092437744140625,0.0,0.0,0.0,409.6050307918593,671.2713218215121
PINN20260414,1,77,pretrain,0.6657105684280396,0.09430943429470062,0.022133145481348038,0.5869413018226624,0.14006488025188446,0.2910078167915344,465059.53125,800.9143676757812,2.209686279296875,0.0,0.0,0.0,401.2996269933477,668.8919709115964
PINN20260414,1,79,pretrain,0.6442149877548218,0.09101657569408417,0.02192794717848301,0.5648049116134644,0.13546349108219147,0.2851754128932953,480886.90625,695.705322265625,2.176701784133911,0.0,0.0,0.0,393.18332238282943,671.243994386542
PINN20260414,1,81,pretrain,0.6224552392959595,0.0877394899725914,0.021656261757016182,0.5423392057418823,0.13098251819610596,0.27918845415115356,489632.40625,682.8046264648438,2.180293560028076,0.0,0.0,0.0,384.8438806841029,676.5508341950367
PINN20260414,1,83,pretrain,0.6008924245834351,0.08435723185539246,0.02133738063275814,0.5201019644737244,0.12704497575759888,0.27317214012145996,507983.96875,707.0973510742188,2.2260794639587402,0.00023334063007496297,0.0,0.0,375.67285468875707,687.014328453199
PINN20260414,1,85,pretrain,0.579532265663147,0.08060161769390106,0.021013746038079262,0.49859097599983215,0.12344103306531906,0.2671772837638855,532642.75,700.8268432617188,2.210622787475586,0.002179650356993079,0.0,0.0,365.95813882874637,697.8828474393106
PINN20260414,1,87,pretrain,0.5582369565963745,0.07682815194129944,0.02067764289677143,0.4778796434402466,0.11961496621370316,0.26058584451675415,565717.4375,650.5706787109375,2.158153533935547,0.006262002047151327,0.0,0.0,356.711740239931,704.4220813901279
PINN20260414,1,89,pretrain,0.5370845794677734,0.07323677092790604,0.020294034853577614,0.45747286081314087,0.11582484841346741,0.25359782576560974,590898.0625,615.0841064453125,2.116061210632324,0.012319228611886501,0.0,0.0,347.64006844364184,709.2800707407476
PINN20260414,1,91,pretrain,0.5159835815429688,0.06980521976947784,0.019831132143735886,0.4374118447303772,0.11175541579723358,0.24632829427719116,603419.5625,617.8028564453125,2.087973117828369,0.020312676206231117,0.0,0.0,338.8318512736074,711.6065670368705
PINN20260414,1,92,pretrain,0.5057064890861511,0.06816595792770386,0.019596042111516,0.4277423918247223,0.10978049039840698,0.2426121085882187,608655.8125,623.3499755859375,2.0829505920410156,0.025165045633912086,0.0,0.0,334.3941349665092,712.5548224522798
PINN20260414,1,94,pretrain,0.48552387952804565,0.06486159563064575,0.019149314612150192,0.4091050326824188,0.10595078766345978,0.23499900102615356,615536.9375,633.0889892578125,2.0943126678466797,0.03772507235407829,0.0,0.0,325.1605853266967,715.4705400993112
PINN20260414,1,96,pretrain,0.4659741222858429,0.06155949831008911,0.018737293779850006,0.3916897177696228,0.10215651988983154,0.22709660232067108,622998.8125,629.3883056640625,2.123781204223633,0.053857915103435516,0.0,0.0,315.9538756883669,718.8028024082822
PINN20260414,1,98,pretrain,0.4468163251876831,0.05838145315647125,0.01833469048142433,0.3748445510864258,0.0983249694108963,0.21906086802482605,630480.75,599.9222412109375,2.1037333011627197,0.07217396795749664,0.0,0.0,307.06213744126774,723.5675288112368
PINN20260414,1,100,pretrain,0.4283287525177002,0.055370133370161057,0.01794954389333725,0.35887545347213745,0.09442408382892609,0.21100813150405884,629352.1875,539.9578247070312,2.033325433731079,0.09252779185771942,0.0,0.0,298.59550136849015,725.431294127845
PINN20260414,1,102,pretrain,0.41025325655937195,0.052497655153274536,0.017585333436727524,0.3433074355125427,0.09049610793590546,0.20300884544849396,622832.5625,480.78338623046875,1.981760025024414,0.11385074257850647,0.0,0.0,290.2499192506348,723.0736693103961
PINN20260414,1,104,pretrain,0.392665833234787,0.049674391746520996,0.017230913043022156,0.3284047245979309,0.08644458651542664,0.19517208635807037,612845.625,474.9888916015625,1.959838628768921,0.13466927409172058,0.0,0.0,281.5620352382402,718.4293197663915
PINN20260414,1,106,pretrain,0.37546634674072266,0.04683771729469299,0.01690259762108326,0.31407177448272705,0.08223123848438263,0.18754199147224426,605036.625,510.20452880859375,1.9603979587554932,0.153726264834404,0.0,0.0,272.79569679065685,713.2138529221091
PINN20260414,1,108,pretrain,0.3587702810764313,0.04407660663127899,0.016615387052297592,0.3002850413322449,0.07795682549476624,0.18009518086910248,598055.8125,546.8500366210938,1.9674978256225586,0.17268308997154236,0.0,0.0,264.5860268891764,706.7792485988818
PINN20260414,1,110,pretrain,0.34258508682250977,0.041483741253614426,0.016349630430340767,0.2868471145629883,0.07362444698810577,0.1729271560907364,593008.0,562.0081787109375,1.9476871490478516,0.19032102823257446,0.0,0.0,256.8793491116014,700.6145962653076
PINN20260414,1,111,pretrain,0.334615558385849,0.04024508595466614,0.01621791534125805,0.2801777720451355,0.0714033991098404,0.16945619881153107,589212.75,564.0493774414062,1.9253156185150146,0.19827882945537567,0.0,0.0,253.13721421148256,697.3672140630072
PINN20260414,1,113,pretrain,0.31892138719558716,0.03788740932941437,0.015965955331921577,0.2668514847755432,0.06691771745681763,0.1627664417028427,582732.75,556.68701171875,1.876065731048584,0.21260200440883636,0.0,0.0,245.91511175098614,690.1297885180729
PINN20260414,1,115,pretrain,0.303437203168869,0.03570916876196861,0.015711529180407524,0.253349632024765,0.06246473640203476,0.1563262641429901,577496.375,548.2734375,1.8331549167633057,0.2278473675251007,0.0,0.0,238.98350001882974,682.7324009082914
PINN20260414,1,117,pretrain,0.28816407918930054,0.033693667501211166,0.015462519600987434,0.23960749804973602,0.058076001703739166,0.15021100640296936,574116.6875,554.22802734375,1.805816888809204,0.24284608662128448,0.0,0.0,232.22159911117225,674.9474053583731
PINN20260414,1,119,pretrain,0.2731671631336212,0.03181009739637375,0.01520860567688942,0.22575747966766357,0.05384188890457153,0.14439789950847626,571414.625,567.1806030273438,1.7892988920211792,0.25649672746658325,0.0,0.0,225.5630455105623,665.3557788882576
PINN20260414,1,121,pretrain,0.25854989886283875,0.03001371957361698,0.014916546642780304,0.21201467514038086,0.04993709921836853,0.13883855938911438,565418.5,562.783203125,1.7619328498840332,0.26865142583847046,0.0,0.0,219.0106928753708,656.3773923970874
PINN20260414,1,123,pretrain,0.24448207020759583,0.028307195752859116,0.014609971083700657,0.19849365949630737,0.04638056084513664,0.13367696106433868,553846.5625,544.8446044921875,1.727945327758789,0.2773095965385437,0.0,0.0,212.62479791289633,648.9064840175355
PINN20260414,1,125,pretrain,0.23113614320755005,0.026695240288972855,0.01428198628127575,0.1854153573513031,0.04324524849653244,0.1289360076189041,539111.375,524.244873046875,1.7037638425827026,0.28320199251174927,0.0,0.0,206.29259976729654,643.700265069077
PINN20260414,1,127,pretrain,0.21862447261810303,0.025155097246170044,0.013934572227299213,0.17296990752220154,0.040557559579610825,0.12463350594043732,519800.5625,511.7173767089844,1.6925292015075684,0.2882354259490967,0.0,0.0,200.06760576115263,640.6850093844869
PINN20260414,1,129,pretrain,0.20702379941940308,0.023697085678577423,0.013588832691311836,0.1612514853477478,0.038294512778520584,0.12077389657497406,497088.09375,506.5129699707031,1.690641164779663,0.29057976603507996,0.0,0.0,194.00446998716293,637.5921011900947
PINN20260414,1,131,pretrain,0.19635474681854248,0.022309869527816772,0.013245567679405212,0.15034374594688416,0.03648616373538971,0.11729542911052704,471348.21875,479.3475341796875,1.6822335720062256,0.2912147045135498,0.0,0.0,187.9776935735993,635.0643914202717
PINN20260414,1,132,pretrain,0.19135648012161255,0.02163681946694851,0.01308207493275404,0.14518329501152039,0.035714343190193176,0.11571655422449112,457160.75,460.5182189941406,1.6724658012390137,0.2914043962955475,0.0,0.0,184.9705107409016,633.6818010642249
PINN20260414,1,134,pretrain,0.18198049068450928,0.020334187895059586,0.012773106805980206,0.13540613651275635,0.03439991548657417,0.11284831166267395,430110.78125,425.3193359375,1.6512595415115356,0.2908080220222473,0.0,0.0,178.9334231547449,630.2134559020459
PINN20260414,1,136,pretrain,0.17333805561065674,0.019080473110079765,0.012486204504966736,0.12628352642059326,0.03337536007165909,0.11029670387506485,406075.34375,399.357666015625,1.6383041143417358,0.29023557901382446,0.0,0.0,172.93123181629164,626.8432569231322
PINN20260414,1,138,pretrain,0.16531702876091003,0.017893902957439423,0.012221009470522404,0.11767575889825821,0.0325617641210556,0.10803230106830597,384519.75,387.3127746582031,1.6309654712677002,0.290351003408432,0.0,0.0,166.96683451549592,622.352417244442
PINN20260414,1,140,pretrain,0.15803438425064087,0.016777299344539642,0.011967227794229984,0.1097453236579895,0.03199738264083862,0.10607431828975677,364267.40625,379.2211608886719,1.617056131362915,0.2922680974006653,0.0,0.0,161.6895293649221,614.5364360638025
PINN20260414,1,142,pretrain,0.1569141447544098,0.016281381249427795,0.011733632534742355,0.10785733908414841,0.03312607482075691,0.10656203329563141,338985.125,395.23223876953125,1.5918151140213013,0.3022914528846741,0.0,0.0,168.18007346108217,599.4291555304931
PINN20260414,1,144,pretrain,0.17648237943649292,0.018167108297348022,0.011572306044399738,0.12589876353740692,0.04032251983880997,0.1147783100605011,311269.28125,436.4183349609375,1.5943093299865723,0.32022741436958313,0.0,0.0,157.04537560845273,593.78155179325
PINN20260414,1,146,pretrain,0.14430737495422363,0.014347631484270096,0.011158761568367481,0.09451669454574585,0.03210914880037308,0.10295809060335159,326248.65625,308.4457702636719,1.518110752105713,0.2831328511238098,0.0,0.0,164.95686581080824,615.7312471768831
PINN20260414,1,148,pretrain,0.13780929148197174,0.013367265462875366,0.010865417309105396,0.088064044713974,0.03115238808095455,0.10090060532093048,309991.46875,291.67425537109375,1.4630441665649414,0.28778699040412903,0.0,0.0,147.53944123098069,577.5206435704268
PINN20260414,1,150,pretrain,0.14362260699272156,0.01402665488421917,0.010622899048030376,0.09340469539165497,0.033527158200740814,0.10328790545463562,276511.78125,326.3380126953125,1.431095838546753,0.31898266077041626,0.0,0.0,138.70328605516164,577.1441544363072
PINN20260414,1,151,pretrain,0.12760713696479797,0.012056864798069,0.010417028330266476,0.07764945924282074,0.02956695854663849,0.09760037809610367,284018.6875,274.3811950683594,1.3825526237487793,0.29819515347480774,0.0,0.0,145.3949295775991,564.398130755232
PINN20260414,1,153,pretrain,0.1291915476322174,0.012332949787378311,0.01014663279056549,0.07898403704166412,0.030562859028577805,0.09825146198272705,261505.96875,280.11431884765625,1.3426616191864014,0.3142135441303253,0.0,0.0,136.77985420238244,572.8591668115297
PINN20260414,1,155,pretrain,0.12917189300060272,0.012183405458927155,0.009867965243756771,0.07910493016242981,0.031292203813791275,0.09822855144739151,272244.75,250.1309814453125,1.2879962921142578,0.2842681407928467,0.0,0.0,133.0270326146156,563.8090323859667
PINN20260414,1,157,pretrain,0.12181346118450165,0.011304556392133236,0.009582926519215107,0.071839839220047,0.029791822656989098,0.09564385563135147,239911.421875,248.10458374023438,1.2449536323547363,0.3140777051448822,0.0,0.0,134.02966526808532,548.4970658535923
PINN20260414,1,159,pretrain,0.11395731568336487,0.010217776522040367,0.009304182603955269,0.06396821141242981,0.028474396094679832,0.09305102378129959,239106.734375,210.52713012695312,1.1887520551681519,0.2966565787792206,0.0,0.0,134.3952673669166,562.3021318650677
PINN20260414,1,161,pretrain,0.11174854636192322,0.009978985413908958,0.009053612127900124,0.06175205111503601,0.02838405780494213,0.09224364161491394,230559.578125,188.90110778808594,1.145460844039917,0.29222503304481506,0.0,0.0,128.1709978407752,542.7146752668477
PINN20260414,1,163,pretrain,0.11176246404647827,0.010091478936374187,0.008822816424071789,0.06194888800382614,0.028621112927794456,0.0919899120926857,209385.234375,170.35983276367188,1.1063904762268066,0.30771657824516296,0.0,0.0,124.59139074766563,545.0815879297337
PINN20260414,1,165,pretrain,0.1082756370306015,0.009589768946170807,0.008577261120080948,0.058595895767211914,0.0282122939825058,0.09076321125030518,211220.203125,147.8596649169922,1.0776996612548828,0.2830440402030945,0.0,0.0,125.19716871673856,548.7795550127573
PINN20260414,1,167,pretrain,0.10317955166101456,0.00898226909339428,0.008337905630469322,0.05359826982021332,0.027248580008745193,0.08893712610006332,192439.609375,127.13818359375,1.0399892330169678,0.29200613498687744,0.0,0.0,123.90788933341774,535.578133888978
PINN20260414,1,169,pretrain,0.10128384828567505,0.008798934519290924,0.008113029412925243,0.051899537444114685,0.026995094493031502,0.0881134495139122,180635.96875,112.35475158691406,1.0073955059051514,0.28959015011787415,0.0,0.0,120.98801028536877,544.0473612195909
PINN20260414,1,171,pretrain,0.10050215572118759,0.008732812479138374,0.007893199101090431,0.0513797290623188,0.02698572911322117,0.08766530454158783,177535.828125,101.63429260253906,0.9872113466262817,0.27191492915153503,0.0,0.0,119.0057566556656,541.6287358514132
PINN20260414,1,172,pretrain,0.09765278548002243,0.008380001410841942,0.007781566120684147,0.04865974187850952,0.026372158899903297,0.08660564571619034,166543.375,94.98017883300781,0.9689394235610962,0.28001511096954346,0.0,0.0,119.15670485751106,543.4098361273929
PINN20260414,1,174,pretrain,0.09695325791835785,0.00832175463438034,0.007572332862764597,0.04833926260471344,0.026286449283361435,0.08611098676919937,161584.46875,87.460693359375,0.9515260457992554,0.2660309076309204,0.0,0.0,116.8751128007477,540.0142648578832
PINN20260414,1,176,pretrain,0.09432043135166168,0.008052575401961803,0.0073711685836315155,0.046022091060876846,0.02568650245666504,0.08496613055467606,147284.109375,79.33533477783203,0.9227561950683594,0.2722296118736267,0.0,0.0,116.61900858806209,533.731820533496
PINN20260414,1,178,pretrain,0.09193165600299835,0.0077939704060554504,0.0071729193441569805,0.04392097145318985,0.025173500180244446,0.08395472168922424,140339.953125,72.54925537109375,0.9031480550765991,0.26463332772254944,0.0,0.0,115.0411653564171,540.1069627860763
PINN20260414,1,180,pretrain,0.0910688042640686,0.007731561549007893,0.006984875537455082,0.04348880052566528,0.024936147034168243,0.08336320519447327,135912.9375,67.70629119873047,0.8893386721611023,0.25397467613220215,0.0,0.0,113.31511993661746,537.0813485869716
PINN20260414,1,182,pretrain,0.08884768187999725,0.0075052520260214806,0.006803948897868395,0.04166030138731003,0.02434614859521389,0.08232925087213516,125494.7421875,62.59827423095703,0.8677142262458801,0.25763264298439026,0.0,0.0,112.80976883813076,531.508672318712
PINN20260414,1,184,pretrain,0.08722144365310669,0.007360717747360468,0.006627881899476051,0.04043424874544144,0.023892495781183243,0.08148175477981567,119305.7421875,57.95988845825195,0.8527892827987671,0.2535969913005829,0.0,0.0,111.24265249613117,535.3779914695784
PINN20260414,1,186,pretrain,0.08604742586612701,0.007267645560204983,0.006455626804381609,0.03969218581914902,0.02353377267718315,0.08077290654182434,115995.359375,53.74645233154297,0.8429131507873535,0.2439640462398529,0.0,0.0,110.5545547244097,535.737050706781
PINN20260414,1,188,pretrain,0.08410479128360748,0.007076576352119446,0.006292915903031826,0.038160908967256546,0.022976892068982124,0.0798131674528122,108528.8984375,49.00933837890625,0.8255113363265991,0.24459685385227203,0.0,0.0,109.46638592936874,530.6938559565203
PINN20260414,1,190,pretrain,0.08305872976779938,0.007016707677394152,0.006138735916465521,0.037607692182064056,0.02257329411804676,0.0790741965174675,101923.4296875,44.449466705322266,0.8104029893875122,0.24434448778629303,0.0,0.0,108.41597859200691,531.2114103631435
PINN20260414,1,191,pretrain,0.08209089934825897,0.006917099002748728,0.0060578687116503716,0.036812733858823776,0.022328509017825127,0.0786169171333313,100777.828125,41.678531646728516,0.808068037033081,0.23842129111289978,0.0,0.0,108.00919105132905,530.9643055328672
PINN20260414,1,193,pretrain,0.08098030090332031,0.006847606506198645,0.005911825690418482,0.03619547188282013,0.021905994042754173,0.07784711569547653,94316.0234375,37.361488342285156,0.7929928302764893,0.23949973285198212,0.0,0.0,107.32398835564443,530.0972788083335
PINN20260414,1,195,pretrain,0.07943753898143768,0.006711026653647423,0.005763871129602194,0.03506939485669136,0.021447395905852318,0.07698964327573776,90286.5390625,32.6396598815918,0.7832093834877014,0.23436279594898224,0.0,0.0,106.54717631758244,533.0462866862501
PINN20260414,1,197,pretrain,0.07839202880859375,0.006646598689258099,0.0056212847121059895,0.03449409455060959,0.021069791167974472,0.07624804228544235,86534.046875,28.329797744750977,0.7748516201972961,0.2292272001504898,0.0,0.0,105.8287005834783,533.1798184008843
PINN20260414,1,199,pretrain,0.07699345052242279,0.006532142870128155,0.005484924651682377,0.03355049341917038,0.02061583660542965,0.07539346069097519,81309.0625,25.307876586914062,0.7629356384277344,0.22922423481941223,0.0,0.0,105.07101857939944,530.7183221823042
PINN20260414,1,201,pretrain,0.07596480846405029,0.006469779647886753,0.005353119224309921,0.03301811218261719,0.02022387459874153,0.07462423294782639,76612.8359375,23.058380126953125,0.7525732517242432,0.22886145114898682,0.0,0.0,104.39690544832975,531.0952715850518
PINN20260414,1,203,pretrain,0.07469508796930313,0.006371103227138519,0.005221581552177668,0.03219107165932655,0.019817566499114037,0.07381010055541992,73125.171875,20.09100914001465,0.7459335327148438,0.22510524094104767,0.0,0.0,103.76957646632273,533.542055512028
PINN20260414,1,205,pretrain,0.07368914783000946,0.006309268064796925,0.005094619933515787,0.03166086599230766,0.019453957676887512,0.07305216044187546,69822.40625,17.509462356567383,0.7398109436035156,0.22163760662078857,0.0,0.0,103.17574509059773,533.990431796301
PINN20260414,1,207,pretrain,0.07252885401248932,0.0062246620655059814,0.004972910974174738,0.030970681458711624,0.019059764221310616,0.07223910093307495,65968.828125,15.875493049621582,0.7316598892211914,0.22121058404445648,0.0,0.0,102.50220557840451,532.7536074490721
PINN20260414,1,209,pretrain,0.07153725624084473,0.00616424810141325,0.004855578299611807,0.030471254140138626,0.018693597987294197,0.07145670801401138,62309.203125,14.516127586364746,0.7240108847618103,0.22130869328975677,0.0,0.0,101.9882231252707,532.4812790136382
PINN20260414,1,210,pretrain,0.0710287094116211,0.006130024790763855,0.0047955201007425785,0.030187975615262985,0.018525274470448494,0.07107875496149063,61277.70703125,13.20529842376709,0.7234339714050293,0.21817639470100403,0.0,0.0,101.67696914585672,534.372499994152
