method,run,epoch,stage,total_loss,data_thickness_group_loss,data_log_thickness_loss,data_range_loss,data_rate_loss,data_log_rate_loss,data_uniformity_loss,data_ri_loss,data_stress_loss,phys_closure_loss,phys_rate_residual_loss,phys_profile_smooth_loss,phys_kim_state_loss,train_thk_rmse,val_thk_rmse,val_score,mean_u_oh,mean_j_crosslink,mean_si_o_survival,mean_rate_residual
PINN20260512-HS,1,51,pretrain,1.9491491317749023,0.4538714587688446,0.7535529136657715,0.09984704852104187,0.2715345621109009,0.25106459856033325,0.6084377765655518,0.4019742012023926,0.3580639362335205,0.0,0.0,0.0,0.0,1311.1911092590583,2061.6019256878863,2.922422461298949,0.5489513278007507,0.11503774672746658,0.8640272617340088,0.6001361608505249
PINN20260512-HS,1,55,pretrain,1.778866171836853,0.40901267528533936,0.7005627155303955,0.09776915609836578,0.25509658455848694,0.23350824415683746,0.5672662258148193,0.39782989025115967,0.3553793132305145,0.0,0.0,0.0,0.0,1238.5327508790392,2002.8879149867573,2.835228448357653,0.5530232191085815,0.1153365820646286,0.864457905292511,0.5956494808197021
PINN20260512-HS,1,59,pretrain,1.6131418943405151,0.3650224506855011,0.6430106163024902,0.09612324833869934,0.2429909110069275,0.21524474024772644,0.573032021522522,0.39410486817359924,0.3525650203227997,0.0,0.0,0.0,0.0,1184.146633656491,1997.7157580596895,2.871569762913631,0.5553363561630249,0.11610855162143707,0.8650175333023071,0.6099469661712646
PINN20260512-HS,1,63,pretrain,1.4977614879608154,0.33267855644226074,0.6098438501358032,0.09311811625957489,0.2409469336271286,0.20463711023330688,0.5895641446113586,0.3897523581981659,0.3496478796005249,0.0,0.0,0.0,0.0,1120.028850074854,1939.4444436487477,2.8586607046482984,0.5560730695724487,0.11644328385591507,0.8654631972312927,0.6273391246795654
PINN20260512-HS,1,67,pretrain,1.3684840202331543,0.2951842248439789,0.5859600305557251,0.09274028241634369,0.2319505512714386,0.19662179052829742,0.5651857852935791,0.38580062985420227,0.346876323223114,0.0,0.0,0.0,0.0,1031.0190347418422,1812.7448800093189,2.718447692217973,0.5557591319084167,0.11591628193855286,0.8656842112541199,0.6374620795249939
PINN20260512-HS,1,71,pretrain,1.2659610509872437,0.26508817076683044,0.5704779624938965,0.094573475420475,0.21977391839027405,0.19116728007793427,0.5457808971405029,0.3825416564941406,0.34448474645614624,0.0,0.0,0.0,0.0,966.3147779062473,1699.4199745795622,2.601946299455246,0.5549978017807007,0.11500492691993713,0.8658007383346558,0.642873227596283
PINN20260512-HS,1,75,pretrain,1.1971951723098755,0.2458510398864746,0.5570482015609741,0.0947461649775505,0.21218502521514893,0.1866718977689743,0.5146312713623047,0.3793581426143646,0.3422149121761322,0.0,0.0,0.0,0.0,927.0145629924052,1642.7581988838162,2.5538151585700657,0.5544425845146179,0.1143924742937088,0.8659939765930176,0.6504666805267334
PINN20260512-HS,1,80,pretrain,1.1202360391616821,0.22570118308067322,0.5351282954216003,0.09140568971633911,0.20918779075145721,0.1795947104692459,0.4665326476097107,0.37508872151374817,0.33916449546813965,0.0,0.0,0.0,0.0,890.2085780871806,1614.04615795212,2.5225029885246673,0.5546241402626038,0.11421966552734375,0.8663737177848816,0.6617443561553955
PINN20260512-HS,1,84,pretrain,1.0699436664581299,0.21389025449752808,0.5162596106529236,0.0872802734375,0.20709696412086487,0.17332784831523895,0.42257535457611084,0.3718196153640747,0.3366814851760864,0.0,0.0,0.0,0.0,866.5709001576271,1584.2817773363424,2.484002405323943,0.5554446578025818,0.11411839723587036,0.8666647672653198,0.6647613644599915
PINN20260512-HS,1,88,pretrain,1.0248453617095947,0.2043602466583252,0.49610021710395813,0.08371511846780777,0.20059318840503693,0.16654153168201447,0.3832876682281494,0.3687998950481415,0.3342757821083069,0.0,0.0,0.0,0.0,846.2928718830143,1544.2667353796105,2.4300084458602296,0.5566409230232239,0.11383117735385895,0.866885781288147,0.6611368656158447
PINN20260512-HS,1,92,pretrain,0.9868031144142151,0.19688192009925842,0.4774963855743408,0.08081882447004318,0.19222970306873322,0.1602858603000641,0.3519026041030884,0.36589160561561584,0.3319871723651886,0.0,0.0,0.0,0.0,829.3597304547648,1510.3148678338566,2.375112262598626,0.5579851865768433,0.11354037374258041,0.8670750856399536,0.6572166085243225
PINN20260512-HS,1,96,pretrain,0.9479618072509766,0.1886250376701355,0.46048176288604736,0.0778726115822792,0.18448370695114136,0.15466460585594177,0.331203818321228,0.36294469237327576,0.3298245370388031,0.0,0.0,0.0,0.0,811.1588546641157,1484.0000842318036,2.3254772977419482,0.559335470199585,0.11333134025335312,0.8672619462013245,0.6578527688980103
PINN20260512-HS,1,100,pretrain,0.910071849822998,0.18022648990154266,0.4443601071834564,0.07615282386541367,0.17521479725837708,0.14948411285877228,0.325702041387558,0.3600747287273407,0.3277599513530731,0.0,0.0,0.0,0.0,793.0342442164778,1453.1086504456575,2.272823277110417,0.5606862902641296,0.11308901011943817,0.8674217462539673,0.6596793532371521
PINN20260512-HS,1,104,pretrain,0.8732497096061707,0.17231053113937378,0.4279489517211914,0.0753096342086792,0.16269761323928833,0.14411935210227966,0.3286406993865967,0.3574143052101135,0.325753390789032,0.0,0.0,0.0,0.0,775.4165009851157,1413.3888796081565,2.21480665011971,0.5621177554130554,0.11275890469551086,0.8675432801246643,0.6582794189453125
PINN20260512-HS,1,109,pretrain,0.8288514614105225,0.16309985518455505,0.4065307378768921,0.07414615154266357,0.14751750230789185,0.13702213764190674,0.33108794689178467,0.3541085124015808,0.3232378661632538,0.0,0.0,0.0,0.0,754.0905118087616,1363.3935143603992,2.15361983756979,0.5640267729759216,0.11242271959781647,0.8677070736885071,0.6543068289756775
PINN20260512-HS,1,113,pretrain,0.7929930686950684,0.15567053854465485,0.38817906379699707,0.07321486622095108,0.1375093311071396,0.1309008151292801,0.3274073004722595,0.35132113099098206,0.32115134596824646,0.0,0.0,0.0,0.0,736.8095496802413,1323.1131376416758,2.1138745757937176,0.5655550360679626,0.11230936646461487,0.867876410484314,0.6513365507125854
PINN20260512-HS,1,117,pretrain,0.7569330334663391,0.1485299915075302,0.3680591881275177,0.07245105504989624,0.12713798880577087,0.12414490431547165,0.32089483737945557,0.3485596776008606,0.3190305531024933,0.0,0.0,0.0,0.0,719.89816988238,1274.994607831735,2.069597490620445,0.5670239925384521,0.11228024959564209,0.8680554032325745,0.645911455154419
PINN20260512-HS,1,121,pretrain,0.7200021147727966,0.14149096608161926,0.3460010290145874,0.07195618748664856,0.11555179953575134,0.11672919243574142,0.31577977538108826,0.34588342905044556,0.31690067052841187,0.0,0.0,0.0,0.0,702.6600129152079,1218.8464320824014,2.016809153916042,0.5683785080909729,0.11233808845281601,0.8682375550270081,0.6375501751899719
PINN20260512-HS,1,125,pretrain,0.6810855269432068,0.13412107527256012,0.3218989372253418,0.07163543999195099,0.1034526377916336,0.10865003615617752,0.31292736530303955,0.34317389130592346,0.3147260844707489,0.0,0.0,0.0,0.0,684.7756247487201,1156.350995589142,1.956088845636539,0.5695688724517822,0.11251650750637054,0.8684362769126892,0.6280481815338135
PINN20260512-HS,1,129,pretrain,0.6394883990287781,0.12664063274860382,0.2937489449977875,0.07156246900558472,0.0898219421505928,0.09927279502153397,0.31149736046791077,0.340461403131485,0.31245455145835876,0.0,0.0,0.0,0.0,667.1006295904689,1082.3342829274143,1.880081336369878,0.5706460475921631,0.11285530775785446,0.8686513304710388,0.6149517893791199
PINN20260512-HS,1,133,pretrain,0.5957468748092651,0.11962419748306274,0.2594016194343567,0.07167695462703705,0.07454369217157364,0.08780650794506073,0.31099528074264526,0.3377426266670227,0.3100135326385498,0.0,0.0,0.0,0.0,651.9323920085579,997.5673536157847,1.7882983835553765,0.5716446042060852,0.11334139108657837,0.8688841462135315,0.5961991548538208
PINN20260512-HS,1,137,pretrain,0.5538102388381958,0.11350563168525696,0.2231508493423462,0.07145723700523376,0.05988851562142372,0.07562720030546188,0.3116382956504822,0.33481383323669434,0.30736231803894043,0.0,0.0,0.0,0.0,643.6598237811647,907.2835485668194,1.6872924886146485,0.5724912881851196,0.11382848769426346,0.8691354393959045,0.575989305973053
PINN20260512-HS,1,142,pretrain,0.5170015096664429,0.10949432104825974,0.1847536563873291,0.07153020799160004,0.044634509831666946,0.06279762834310532,0.31178316473960876,0.3311649560928345,0.30400824546813965,0.0,0.0,0.0,0.0,647.5657785121138,800.349415880339,1.5664096860881007,0.5732481479644775,0.1142074465751648,0.8694261908531189,0.5490992069244385
PINN20260512-HS,1,146,pretrain,0.5027734637260437,0.10881897807121277,0.16557812690734863,0.07180577516555786,0.03765546530485153,0.0564543716609478,0.3092718720436096,0.3284221291542053,0.30162861943244934,0.0,0.0,0.0,0.0,653.4762811303865,739.800648823722,1.5008953614358198,0.5734444260597229,0.11411065608263016,0.8695974349975586,0.5334001183509827
PINN20260512-HS,1,150,pretrain,0.4899265170097351,0.10708209127187729,0.15357477962970734,0.07164878398180008,0.0340949185192585,0.05244285985827446,0.30688467621803284,0.3258645534515381,0.29965728521347046,0.0,0.0,0.0,0.0,647.1412374822053,713.9882920958859,1.4769985764759466,0.5732206702232361,0.11355572938919067,0.8696888089179993,0.5287137031555176
PINN20260512-HS,1,154,pretrain,0.46956032514572144,0.10223330557346344,0.1446516513824463,0.07111436128616333,0.03180316090583801,0.0493745394051075,0.30504941940307617,0.323533833026886,0.2980780303478241,0.0,0.0,0.0,0.0,625.1436334955351,718.2345107971352,1.4866523728241035,0.5726425051689148,0.1126067116856575,0.8697023987770081,0.5345316529273987
PINN20260512-HS,1,158,pretrain,0.44785991311073303,0.09630440175533295,0.13874389231204987,0.0705585777759552,0.030601391568779945,0.04731697961688042,0.3032855987548828,0.32145315408706665,0.2968581020832062,0.0,0.0,0.0,0.0,598.9438882316106,737.9681564945739,1.510765817701399,0.5718479752540588,0.11144669353961945,0.8696668148040771,0.5462504625320435
PINN20260512-HS,1,162,pretrain,0.43071702122688293,0.09143009781837463,0.1352187991142273,0.06994645297527313,0.029887869954109192,0.04604620486497879,0.30255410075187683,0.31949156522750854,0.2958163917064667,0.0,0.0,0.0,0.0,578.1140134091198,756.9688319211036,1.5290174896468098,0.5710152983665466,0.11030621081590652,0.8696239590644836,0.5573025941848755
PINN20260512-HS,1,166,pretrain,0.4160451591014862,0.08768890798091888,0.13044828176498413,0.06918889284133911,0.02840142697095871,0.04441097751259804,0.30264461040496826,0.31748300790786743,0.2947287857532501,0.0,0.0,0.0,0.0,563.4810056692239,765.5956422942858,1.5314280751196376,0.570237934589386,0.10936596244573593,0.8696059584617615,0.5638675093650818
PINN20260512-HS,1,171,pretrain,0.3987851142883301,0.08396975696086884,0.12136159837245941,0.0685068890452385,0.025419263169169426,0.0414326973259449,0.3030325174331665,0.31486520171165466,0.29316186904907227,0.0,0.0,0.0,0.0,550.5829864788777,761.9336831378437,1.5184210072475914,0.5693064332008362,0.10854023694992065,0.8696317076683044,0.5651513338088989
PINN20260512-HS,1,175,pretrain,0.3871915340423584,0.08146227151155472,0.11486823856830597,0.0683596283197403,0.02362007647752762,0.03927728906273842,0.3036021590232849,0.3127073049545288,0.29172995686531067,0.0,0.0,0.0,0.0,541.5064346339756,755.5561279613845,1.5089864080493804,0.5685052871704102,0.1080365851521492,0.8696786761283875,0.5642380714416504
PINN20260512-HS,1,179,pretrain,0.37713319063186646,0.07899755984544754,0.11034724116325378,0.06849513947963715,0.022673511877655983,0.0376778170466423,0.3038228154182434,0.31061089038848877,0.29022353887557983,0.0,0.0,0.0,0.0,531.1113054247669,751.4681879494301,1.506380672199425,0.567614734172821,0.10753767937421799,0.8697270750999451,0.5650495290756226
PINN20260512-HS,1,183,pretrain,0.3683999478816986,0.07666997611522675,0.10720648616552353,0.06879039108753204,0.022210991010069847,0.036511946469545364,0.3032723367214203,0.3086795508861542,0.2887735068798065,0.0,0.0,0.0,0.0,520.9354866487788,750.4941288910927,1.5094272107393705,0.5666850805282593,0.10701586306095123,0.8697642683982849,0.5677991509437561
PINN20260512-HS,1,187,pretrain,0.3614242374897003,0.07475114613771439,0.10508710145950317,0.06902214884757996,0.021938301622867584,0.03570040687918663,0.3023078143596649,0.30683067440986633,0.2874334752559662,0.0,0.0,0.0,0.0,512.9450202019706,750.1051592943486,1.512512142964528,0.5658183097839355,0.10652793198823929,0.8697940707206726,0.5704835057258606
PINN20260512-HS,1,191,pretrain,0.35533711314201355,0.07313244044780731,0.10332987457513809,0.06907318532466888,0.021554257720708847,0.03506768122315407,0.3000076413154602,0.30497226119041443,0.286193311214447,0.0,0.0,0.0,0.0,506.91592004986387,747.8164463957717,1.5104326941723454,0.5650575160980225,0.1061275377869606,0.8698228001594543,0.5716255307197571
PINN20260512-HS,1,195,pretrain,0.35009774565696716,0.07174023985862732,0.10200372338294983,0.06886570900678635,0.021152738481760025,0.03459779545664787,0.29959970712661743,0.3031257390975952,0.2850269675254822,0.0,0.0,0.0,0.0,502.0917184638679,744.4327538468468,1.505140086926115,0.564369797706604,0.10580980032682419,0.8698508739471436,0.5714530944824219
PINN20260512-HS,1,200,pretrain,0.34454548358917236,0.07024595886468887,0.10055895149707794,0.06875243782997131,0.02080278843641281,0.03407466784119606,0.29937267303466797,0.3009175956249237,0.28361794352531433,0.0,0.0,0.0,0.0,496.6783887738624,739.889687723785,1.4991703635320244,0.5635245442390442,0.10548628121614456,0.8698827624320984,0.5709152221679688
PINN20260512-HS,1,204,pretrain,0.3404545187950134,0.06917757540941238,0.09917335212230682,0.06884322315454483,0.020531151443719864,0.03357391804456711,0.29875698685646057,0.299248069524765,0.28250637650489807,0.0,0.0,0.0,0.0,492.7184477467837,734.9951955625288,1.4945252311662602,0.5628380179405212,0.10529091209173203,0.8699072003364563,0.5701892375946045
PINN20260512-HS,1,208,pretrain,0.3365445137023926,0.0681840181350708,0.09768114984035492,0.06894059479236603,0.020227978006005287,0.03303295373916626,0.29848557710647583,0.29759448766708374,0.2813957631587982,0.0,0.0,0.0,0.0,489.1061841512536,728.2887047730453,1.4881515191372852,0.5621669888496399,0.1051764264702797,0.8699346780776978,0.5683923363685608
PINN20260512-HS,1,212,pretrain,0.3327025771141052,0.0672311782836914,0.09611807763576508,0.06903547048568726,0.01986408606171608,0.032480496913194656,0.2982492446899414,0.2959296703338623,0.28030604124069214,0.0,0.0,0.0,0.0,485.7187650791351,720.137617056629,1.4794295120119174,0.5615212321281433,0.10514186322689056,0.8699643611907959,0.5653378963470459
PINN20260512-HS,1,216,pretrain,0.3288733661174774,0.06630533933639526,0.09447261691093445,0.06909956783056259,0.019453173503279686,0.03190905228257179,0.29805317521095276,0.2942870259284973,0.2792699337005615,0.0,0.0,0.0,0.0,482.4359251496513,712.1840966351327,1.4701725937204693,0.5608871579170227,0.10515747219324112,0.8699923157691956,0.5615774393081665
PINN20260512-HS,1,220,pretrain,0.3250168561935425,0.06539911776781082,0.09268732368946075,0.06918264180421829,0.019008563831448555,0.03128567337989807,0.2974669635295868,0.2927096486091614,0.2783035933971405,0.0,0.0,0.0,0.0,479.16431158841533,705.4719165211327,1.4621696158128288,0.5602442622184753,0.10519296675920486,0.870015561580658,0.5578516125679016
PINN20260512-HS,1,224,pretrain,0.3211059868335724,0.0645049512386322,0.09074456989765167,0.06926069408655167,0.018524283543229103,0.030606793239712715,0.29688888788223267,0.2911975085735321,0.2773955166339874,0.0,0.0,0.0,0.0,475.88617993171437,699.4694417914195,1.4554065585802471,0.5595890879631042,0.1052468791604042,0.8700352907180786,0.5541844964027405
PINN20260512-HS,1,228,pretrain,0.3171253800392151,0.0636158138513565,0.08866636455059052,0.06936882436275482,0.01800856925547123,0.029890848323702812,0.2957827150821686,0.28971973061561584,0.2765166163444519,0.0,0.0,0.0,0.0,472.5936084523361,693.4044860325032,1.4486809511819427,0.5589325428009033,0.10533325374126434,0.8700541853904724,0.5501825213432312
PINN20260512-HS,1,233,pretrain,0.31205323338508606,0.06249244511127472,0.08594268560409546,0.06946834921836853,0.017331812530755997,0.028956962749361992,0.2950144410133362,0.28789958357810974,0.27544286847114563,0.0,0.0,0.0,0.0,468.3951823780855,685.6441542447511,1.4394900998366533,0.5581125020980835,0.1054820716381073,0.8700789213180542,0.544590413570404
PINN20260512-HS,1,237,pretrain,0.3079058527946472,0.061573050916194916,0.08369577676057816,0.06955797225236893,0.01678689382970333,0.028187744319438934,0.2943865656852722,0.2864875793457031,0.2746075391769409,0.0,0.0,0.0,0.0,464.89326732057543,680.0326278936916,1.4324263319275168,0.5574484467506409,0.10561315715312958,0.8700982332229614,0.5400875210762024
PINN20260512-HS,1,241,physics,0.31381461024284363,0.06062380224466324,0.08143456280231476,0.06963745504617691,0.016250984743237495,0.027409689500927925,0.293967068195343,0.2851276099681854,0.27380186319351196,0.2507418990135193,0.34182441234588623,9.049936977589823e-08,0.0,461.2219334279323,674.8873980154023,1.42613977018241,0.5567730069160461,0.10574022680521011,0.8701164126396179,0.5358004570007324
PINN20260512-HS,1,245,physics,0.30949103832244873,0.05964462459087372,0.07917334139347076,0.06974649429321289,0.015724170953035355,0.026635192334651947,0.2931547462940216,0.2838171720504761,0.2730318009853363,0.2532729208469391,0.33818015456199646,9.039069936989108e-08,0.0,457.4197163164264,670.6961402155226,1.4211660261231085,0.5561007261276245,0.10585886240005493,0.8701355457305908,0.5316483974456787
PINN20260512-HS,1,249,physics,0.3050554096698761,0.058619771152734756,0.07698561996221542,0.06979271024465561,0.01522353757172823,0.025879934430122375,0.29285576939582825,0.2825368344783783,0.27228665351867676,0.2549661695957184,0.3347542881965637,9.002597067819806e-08,0.0,453.422092260622,667.0168897786622,1.4165867521920374,0.5554415583610535,0.10596807301044464,0.8701571226119995,0.5275713801383972
PINN20260512-HS,1,253,physics,0.300518274307251,0.05754796415567398,0.07486970722675323,0.06990329176187515,0.01474625151604414,0.02515692263841629,0.29180359840393066,0.2813046872615814,0.2715696692466736,0.25614702701568604,0.3315591514110565,8.995460376581832e-08,0.0,449.19203507520035,663.6777032189646,1.4126128032483605,0.5547865629196167,0.10606422275304794,0.8701803088188171,0.5236880779266357
PINN20260512-HS,1,257,physics,0.29589611291885376,0.05642031878232956,0.07286521792411804,0.06998150795698166,0.01429816149175167,0.02446422539651394,0.29148000478744507,0.2801295816898346,0.27087926864624023,0.2569164037704468,0.32861846685409546,8.963838382669564e-08,0.0,444.6669223981024,660.64778815947,1.4088461674845316,0.5541350245475769,0.10614601522684097,0.8702049255371094,0.5199794173240662
PINN20260512-HS,1,262,physics,0.28999027609825134,0.054940417408943176,0.07045483589172363,0.07015984505414963,0.013764437288045883,0.023632878437638283,0.2906268239021301,0.2787555456161499,0.2700618803501129,0.2576840817928314,0.32508185505867004,8.974782161885742e-08,0.0,438.6461949852067,656.8379033292765,1.4042294541859546,0.5533280372619629,0.10623376816511154,0.8702378273010254,0.5153941512107849
PINN20260512-HS,1,266,physics,0.28515276312828064,0.05369850620627403,0.06861058622598648,0.07027862221002579,0.01335569191724062,0.022996408864855766,0.29035353660583496,0.2777147591114044,0.26944226026535034,0.2582407593727112,0.32243722677230835,8.979906596096043e-08,0.0,433.55031426583,653.4766876102009,1.4003406007212835,0.5526940226554871,0.10629504173994064,0.8702659606933594,0.5118482112884521
PINN20260512-HS,1,270,physics,0.28020429611206055,0.052412718534469604,0.06678249686956406,0.07043049484491348,0.01295032724738121,0.02236984111368656,0.28982099890708923,0.2767379581928253,0.2688620388507843,0.25885409116744995,0.3198024332523346,9.004536138945696e-08,0.0,428.22391193159683,649.7688290846214,1.3962091889007497,0.5520715713500977,0.10635111480951309,0.8702954649925232,0.5082864761352539
PINN20260512-HS,1,274,physics,0.2751281261444092,0.051080428063869476,0.06495341658592224,0.0705794245004654,0.012544468976557255,0.021744364872574806,0.2894570231437683,0.2758292555809021,0.26832184195518494,0.259518027305603,0.31717661023139954,9.024672920077137e-08,0.0,422.6384018874764,645.7595576141324,1.3917747889275351,0.5514609813690186,0.10640165209770203,0.8703261613845825,0.504715085029602
PINN20260512-HS,1,278,physics,0.26991376280784607,0.04969802498817444,0.06312073767185211,0.07074613869190216,0.012137539684772491,0.021119583398103714,0.2890576124191284,0.2749851942062378,0.26781797409057617,0.2602755129337311,0.3145587742328644,9.051106530932884e-08,0.0,416.761510039015,641.3863159204443,1.3868789126671057,0.5508628487586975,0.10644645988941193,0.8703580498695374,0.5011186003684998
PINN20260512-HS,1,282,physics,0.26454809308052063,0.04825697839260101,0.06130409985780716,0.07091179490089417,0.011732406914234161,0.02050023339688778,0.2888784408569336,0.2741997241973877,0.2673453092575073,0.2611086964607239,0.3119700849056244,9.058447147936022e-08,0.0,410.54548316843045,636.723743078582,1.3819273502992493,0.550277590751648,0.10648458451032639,0.8703912496566772,0.4974828362464905
PINN20260512-HS,1,286,physics,0.25901928544044495,0.04675450921058655,0.05950427055358887,0.07114390283823013,0.01133069209754467,0.019888630136847496,0.28805088996887207,0.2734663486480713,0.2669011652469635,0.2620907127857208,0.3094385862350464,9.095826669636153e-08,0.0,403.96008466183883,631.8859914968839,1.376905383036604,0.5497053265571594,0.10651560872793198,0.8704254627227783,0.4938232898712158
PINN20260512-HS,1,290,physics,0.25332218408584595,0.04518740624189377,0.05772992968559265,0.07136665284633636,0.010931274853646755,0.019285647198557854,0.2874445617198944,0.27278807759284973,0.2664913833141327,0.2631704807281494,0.3069485127925873,9.137125545066738e-08,0.0,396.99075083684255,627.0264149140768,1.3712825251728713,0.5491460561752319,0.10653837770223618,0.8704603910446167,0.49014365673065186
PINN20260512-HS,1,295,physics,0.24596986174583435,0.04314180463552475,0.05554302781820297,0.07160484045743942,0.010432521812617779,0.018539773300290108,0.2872397303581238,0.27202197909355164,0.2660317122936249,0.26461222767829895,0.30391377210617065,9.15388369548964e-08,0.0,387.72904521069864,621.0595029866302,1.3644035897753073,0.5484653115272522,0.10655586421489716,0.870505154132843,0.48558956384658813
PINN20260512-HS,1,299,physics,0.2399033159017563,0.04144033044576645,0.05381764471530914,0.07182327657938004,0.010034522041678429,0.017947910353541374,0.28660544753074646,0.2714710533618927,0.2657012343406677,0.2658312916755676,0.30156806111335754,9.106410914228036e-08,0.0,379.85694264420124,616.2931272941472,1.3601051110272864,0.5479375720024109,0.10656415671110153,0.870542049407959,0.48199671506881714
PINN20260512-HS,1,303,physics,0.23370160162448883,0.039687518030405045,0.052102893590927124,0.07210206240415573,0.009636380709707737,0.017358776181936264,0.2854781150817871,0.27096253633499146,0.2653992772102356,0.2671937346458435,0.2991873323917389,9.033011139081282e-08,0.0,371.5999823398812,611.3642275681494,1.3563567235181198,0.5474311709403992,0.10657405853271484,0.8705804944038391,0.4782806634902954
PINN20260512-HS,1,307,physics,0.22738997638225555,0.037892475724220276,0.050383105874061584,0.07237308472394943,0.009237335063517094,0.01676766946911812,0.284723699092865,0.2704938054084778,0.26512616872787476,0.268739253282547,0.2967306971549988,8.96657752491592e-08,0.0,362.9709871325806,606.3892623554609,1.3521458905918489,0.5469496846199036,0.10658897459506989,0.8706204891204834,0.4743974506855011
