method,run,run_started_at,runtime_seconds,target,mae,rmse,r2
XGBBaseline,3,2026-05-12T09:38:27,0.648859,ri,0.0031697654724121282,0.0047457468259111,0.3828560054931006
XGBBaseline,3,2026-05-12T09:38:27,0.648859,stress,49.75545883178711,67.11044636804877,0.5951396226882935
XGBBaseline,4,2026-05-12T09:38:54,0.665506,thickness,416.0279541015625,666.6676223951482,0.9427788257598877
XGBBaseline,4,2026-05-12T09:38:54,0.665506,max_thickness,431.24505615234375,640.1258177108622,0.9490200877189636
XGBBaseline,4,2026-05-12T09:38:54,0.665506,min_thickness,393.1531677246094,631.9486233073065,0.9463147521018982
XGBBaseline,4,2026-05-12T09:38:54,0.665506,deposition_rate,392.8619731944942,622.887815149215,0.8950777175682963
XGBBaseline,4,2026-05-12T09:38:54,0.665506,uniformity_range,0.40629098460787805,0.6265945875249141,-0.24492392733998325
XGBBaseline,4,2026-05-12T09:38:54,0.665506,uniformity_1sigma,0.30780682597841535,0.4387554586547782,-0.5658659487795137
XGBBaseline,4,2026-05-12T09:38:54,0.665506,ri,0.00395670832679385,0.006338012462564614,-0.01521912110494128
XGBBaseline,4,2026-05-12T09:38:54,0.665506,stress,43.42810821533203,68.45617253830183,0.4288478493690491
XGBBaseline,5,2026-05-12T09:39:34,0.649039,thickness,388.1781005859375,653.504184187064,0.8159853219985962
XGBBaseline,5,2026-05-12T09:39:34,0.649039,max_thickness,418.0257568359375,693.4265462181269,0.8110224008560181
XGBBaseline,5,2026-05-12T09:39:34,0.649039,min_thickness,401.928955078125,694.6216821047267,0.7660178542137146
XGBBaseline,5,2026-05-12T09:39:34,0.649039,deposition_rate,638.5075202894403,1007.0596726815676,0.8831292338329444
XGBBaseline,5,2026-05-12T09:39:34,0.649039,uniformity_range,0.5277170175976224,0.6983447528410702,0.6972277261988398
XGBBaseline,5,2026-05-12T09:39:34,0.649039,uniformity_1sigma,0.315689134200414,0.4075874035104823,0.6474281743654398
XGBBaseline,5,2026-05-12T09:39:34,0.649039,ri,0.003794187333848706,0.006228169355484076,0.15038034160093816
XGBBaseline,5,2026-05-12T09:39:34,0.649039,stress,40.82112121582031,53.449267710137995,0.6380712985992432
XGBBaseline,6,2026-05-12T09:40:14,0.652638,thickness,233.17811584472656,334.58955733106797,0.9704380035400391
XGBBaseline,6,2026-05-12T09:40:14,0.652638,max_thickness,372.200927734375,685.6166932040088,0.8990842700004578
XGBBaseline,6,2026-05-12T09:40:14,0.652638,min_thickness,381.2447204589844,566.8553883046363,0.9060675501823425
XGBBaseline,6,2026-05-12T09:40:14,0.652638,deposition_rate,484.14321093957045,753.8181134810357,0.8897395919160951
XGBBaseline,6,2026-05-12T09:40:14,0.652638,uniformity_range,0.6917893337166827,1.1431514794559234,0.10253377911124695
XGBBaseline,6,2026-05-12T09:40:14,0.652638,uniformity_1sigma,0.3748205931290336,0.5965058153104708,0.13351383042039966
XGBBaseline,6,2026-05-12T09:40:14,0.652638,ri,0.0035748386797697625,0.005199175310011593,0.23202140271281646
XGBBaseline,6,2026-05-12T09:40:14,0.652638,stress,43.34986114501953,69.97767850022784,0.3572525382041931
XGBBaseline,7,2026-05-12T09:40:39,0.655592,thickness,241.27989196777344,451.0698567018195,0.947934091091156
XGBBaseline,7,2026-05-12T09:40:39,0.655592,max_thickness,279.7570495605469,454.97278421351757,0.9505399465560913
XGBBaseline,7,2026-05-12T09:40:39,0.655592,min_thickness,284.7643737792969,507.2633992808864,0.9287312626838684
XGBBaseline,7,2026-05-12T09:40:39,0.655592,deposition_rate,704.4583317595282,945.473680753914,0.7804692393061534
XGBBaseline,7,2026-05-12T09:40:39,0.655592,uniformity_range,0.5489872354009876,0.9236893913783667,0.07680771705268308
XGBBaseline,7,2026-05-12T09:40:39,0.655592,uniformity_1sigma,0.28794602891673216,0.46891277262521913,0.10589359355582006
XGBBaseline,7,2026-05-12T09:40:39,0.655592,ri,0.003516680352584171,0.005029799039076806,0.2591717569949681
XGBBaseline,7,2026-05-12T09:40:39,0.655592,stress,40.05290985107422,57.84615785439535,0.6844332218170166
XGBBaseline,8,2026-05-12T09:41:16,0.651803,thickness,1150.93505859375,1553.90853977961,0.2330005168914795
XGBBaseline,8,2026-05-12T09:41:16,0.651803,max_thickness,1091.9566650390625,1557.5510425022994,0.29179441928863525
XGBBaseline,8,2026-05-12T09:41:16,0.651803,min_thickness,1144.0791015625,1577.1787311525602,0.11915433406829834
XGBBaseline,8,2026-05-12T09:41:16,0.651803,deposition_rate,870.2381918784143,1014.3033606043148,0.6896256235786965
XGBBaseline,8,2026-05-12T09:41:16,0.651803,uniformity_range,0.7728476264953613,1.1202059054262763,0.27704343676451726
XGBBaseline,8,2026-05-12T09:41:16,0.651803,uniformity_1sigma,0.4886122602462769,0.6455532586301453,0.2997801953697553
XGBBaseline,8,2026-05-12T09:41:16,0.651803,ri,0.005236878410339365,0.007137128123476929,0.107811466599959
XGBBaseline,8,2026-05-12T09:41:16,0.651803,stress,55.28512191772461,78.9450863585331,0.4501907229423523
XGBBaseline,9,2026-05-12T09:41:39,0.665623,thickness,300.6493835449219,504.478613892601,0.8901687860488892
XGBBaseline,9,2026-05-12T09:41:39,0.665623,max_thickness,435.25518798828125,798.9320997431508,0.8095935583114624
XGBBaseline,9,2026-05-12T09:41:39,0.665623,min_thickness,280.6822204589844,479.4291364477132,0.8900521397590637
XGBBaseline,9,2026-05-12T09:41:39,0.665623,deposition_rate,388.4544416383996,496.35590609019647,0.9576649481914371
XGBBaseline,9,2026-05-12T09:41:39,0.665623,uniformity_range,0.4579848036558731,0.6555231580074512,0.6593475348938711
XGBBaseline,9,2026-05-12T09:41:39,0.665623,uniformity_1sigma,0.25781977280326507,0.37070876845872075,0.6051499321323957
XGBBaseline,9,2026-05-12T09:41:39,0.665623,ri,0.0022878744208294404,0.0028598042702877437,0.12317067836381712
XGBBaseline,9,2026-05-12T09:41:39,0.665623,stress,61.82672882080078,83.9744514486028,-0.7864720821380615
XGBBaseline,10,2026-05-12T09:42:17,0.648869,thickness,280.17303466796875,462.24575782261104,0.943350076675415
XGBBaseline,10,2026-05-12T09:42:17,0.648869,max_thickness,440.06658935546875,556.887948783236,0.9232875108718872
XGBBaseline,10,2026-05-12T09:42:17,0.648869,min_thickness,296.0678405761719,526.611455439397,0.9209718108177185
XGBBaseline,10,2026-05-12T09:42:17,0.648869,deposition_rate,504.01867092241974,630.415609520707,0.9283664245684061
XGBBaseline,10,2026-05-12T09:42:17,0.648869,uniformity_range,0.6861244730515913,1.011159399666133,0.08776602929202892
XGBBaseline,10,2026-05-12T09:42:17,0.648869,uniformity_1sigma,0.3550643255493858,0.5101133786073494,0.16575005052385428
XGBBaseline,10,2026-05-12T09:42:17,0.648869,ri,0.0036990425543351442,0.00492812834542855,0.3126455264936895
XGBBaseline,10,2026-05-12T09:42:17,0.648869,stress,54.324989318847656,64.861966567714,0.4540451169013977
