method,run,epoch,stage,total_loss,data_thickness_group_loss,data_log_thickness_loss,data_range_loss,data_rate_loss,data_log_rate_loss,data_uniformity_loss,data_ri_loss,data_stress_loss,phys_closure_loss,phys_layer_state_loss,phys_monotonic_loss,phys_profile_smooth_loss,phys_rate_residual_loss,pinn_precursor_residual_loss,pinn_surface_oh_residual_loss,pinn_growth_residual_loss,train_thk_rmse,val_thk_rmse,val_score,mean_top_oh,mean_side_cross,mean_deep_cross,mean_si_o_survival
PINN20260517-KimLayered,1,34,pretrain,11.834890365600586,2.252960205078125,3.114363193511963,0.9851633310317993,1.2272201776504517,0.9804172515869141,20.038009643554688,0.4385535418987274,0.3756910562515259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3031.185302734375,2587.1484375,10.767068406231276,0.45400211215019226,0.008451364934444427,0.001696476829238236,0.8106181025505066
PINN20260517-KimLayered,1,37,pretrain,10.319770812988281,2.062415838241577,2.8197312355041504,0.8638816475868225,1.1504156589508057,0.9055372476577759,14.189971923828125,0.43412303924560547,0.3762114942073822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2879.534912109375,2476.712158203125,8.620944801057014,0.45767223834991455,0.00880752969533205,0.001765238819643855,0.8117917776107788
PINN20260517-KimLayered,1,40,pretrain,9.718421936035156,1.916200876235962,2.589061737060547,1.18361496925354,1.0769942998886108,0.8397504091262817,12.569706916809082,0.42696812748908997,0.3739234209060669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2743.02880859375,2378.942138671875,7.821113824783461,0.4613846242427826,0.00914087425917387,0.0018301178934052587,0.8130760192871094
PINN20260517-KimLayered,1,44,pretrain,9.259988784790039,1.7565829753875732,2.3549721240997314,1.5220509767532349,0.9884864687919617,0.7652003169059753,12.467439651489258,0.41873955726623535,0.3685850203037262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2587.011962890625,2270.705078125,7.400801071001506,0.46608301997184753,0.00951538234949112,0.0019027495291084051,0.8148934841156006
PINN20260517-KimLayered,1,47,pretrain,8.625699043273926,1.6457688808441162,2.208015203475952,1.4371023178100586,0.9301416873931885,0.7185240387916565,11.156524658203125,0.41054028272628784,0.36496755480766296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2486.548583984375,2203.72412109375,6.79125307263024,0.46931350231170654,0.009740708395838737,0.001944607007317245,0.8162646293640137
PINN20260517-KimLayered,1,50,pretrain,7.7422261238098145,1.5410648584365845,2.0790624618530273,1.0779229402542114,0.8770294785499573,0.6775216460227966,8.778735160827637,0.4038507044315338,0.3624505400657654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2395.467041015625,2145.205810546875,6.022689112787205,0.47231385111808777,0.009931583888828754,0.0019782225135713816,0.8176224827766418
PINN20260517-KimLayered,1,53,pretrain,6.805109024047852,1.4379608631134033,1.9611625671386719,0.6439508199691772,0.8266644477844238,0.6399354338645935,6.201787948608398,0.39636579155921936,0.3609560430049896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2308.9521484375,2091.93017578125,5.55950348208581,0.47509709000587463,0.010105057619512081,0.002007785253226757,0.8189805746078491
PINN20260517-KimLayered,1,57,pretrain,5.9979448318481445,1.3209728002548218,1.8229604959487915,0.3207164406776428,0.7589846253395081,0.5917006134986877,4.696810722351074,0.38642898201942444,0.35963159799575806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2194.57763671875,2025.8829345703125,5.69887908190131,0.4784257411956787,0.010343587957322598,0.0020509918686002493,0.8208356499671936
PINN20260517-KimLayered,1,60,pretrain,5.600455284118652,1.2451362609863281,1.724278450012207,0.2144121527671814,0.7078425884246826,0.5570521950721741,4.36032772064209,0.378452330827713,0.35846754908561707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2112.012451171875,1981.903076171875,5.529689377603096,0.48056045174598694,0.010535956360399723,0.0020889288280159235,0.8222207427024841
PINN20260517-KimLayered,1,63,pretrain,5.10553503036499,1.159454107284546,1.6150518655776978,0.1659315973520279,0.6581501364707947,0.5245920419692993,3.224278211593628,0.3714519143104553,0.35700881481170654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2034.152587890625,1943.71240234375,4.929764250367441,0.48239168524742126,0.010731815360486507,0.0021289775613695383,0.8235496878623962
PINN20260517-KimLayered,1,67,pretrain,4.497740745544434,1.0457088947296143,1.4704207181930542,0.20163321495056152,0.5927028059959412,0.4835580289363861,1.6629289388656616,0.3616284132003784,0.35464927554130554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934.1484375,1900.0379638671875,4.052216531640393,0.48456689715385437,0.010996975935995579,0.0021843735594302416,0.8252882361412048
PINN20260517-KimLayered,1,70,pretrain,4.197617053985596,0.9765826463699341,1.3756000995635986,0.18710967898368835,0.5431123375892639,0.45311909914016724,1.5243897438049316,0.3543979525566101,0.352716326713562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861.201904296875,1872.5191650390625,3.642984788157636,0.48617053031921387,0.011197774671018124,0.0022268116008490324,0.8266144394874573
PINN20260517-KimLayered,1,73,pretrain,3.9681601524353027,0.9047181606292725,1.2794303894042969,0.21139535307884216,0.49441590905189514,0.4233878254890442,1.8663618564605713,0.347273588180542,0.3508344888687134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1791.981201171875,1850.20556640625,3.5181742022266387,0.487811416387558,0.011393497698009014,0.002268122509121895,0.8279424905776978
PINN20260517-KimLayered,1,76,pretrain,3.685910940170288,0.8410376310348511,1.1931610107421875,0.21310578286647797,0.448710560798645,0.39537352323532104,1.617856502532959,0.3402692675590515,0.34902042150497437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727.74462890625,1833.166015625,3.47955834801412,0.4895000755786896,0.011576134711503983,0.002306020585820079,0.829235851764679
PINN20260517-KimLayered,1,80,pretrain,3.3549606800079346,0.7634310722351074,1.0885010957717896,0.26363030076026917,0.3922717571258545,0.3602451682090759,1.204289436340332,0.33119675517082214,0.34641268849372864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1648.3170166015625,1818.2802734375,3.6213138882527085,0.4918311536312103,0.011812078766524792,0.0023544877767562866,0.8309260010719299
PINN20260517-KimLayered,1,83,pretrain,3.1402575969696045,0.7078793048858643,1.0126307010650635,0.2817378342151642,0.35389724373817444,0.3353193402290344,1.1731536388397217,0.324385404586792,0.3441830277442932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.2691650390625,1813.22265625,3.5535826662087566,0.4936184883117676,0.01199214905500412,0.0023918012157082558,0.8321664929389954
PINN20260517-KimLayered,1,86,pretrain,2.91402268409729,0.6591407060623169,0.9426406621932983,0.2506870627403259,0.31978166103363037,0.3121682405471802,1.062756061553955,0.31745779514312744,0.34170642495155334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1545.464599609375,1812.9091796875,3.3450788565544434,0.49545037746429443,0.012172533199191093,0.002429266693070531,0.8333678245544434
PINN20260517-KimLayered,1,89,pretrain,2.7271177768707275,0.6149462461471558,0.8769721984863281,0.22819316387176514,0.2901156544685364,0.29044345021247864,1.0948647260665894,0.31037425994873047,0.3389434516429901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1501.324462890625,1815.979736328125,3.2160721808631023,0.4973975718021393,0.012346933595836163,0.002464975928887725,0.8345296382904053
PINN20260517-KimLayered,1,93,pretrain,2.4905431270599365,0.559938907623291,0.7971405982971191,0.23374201357364655,0.25871631503105164,0.26404353976249695,0.923399806022644,0.30075880885124207,0.33462974429130554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1447.4951171875,1821.3017578125,3.2734488229316208,0.5002965927124023,0.012549769133329391,0.0025041864719241858,0.835986852645874
PINN20260517-KimLayered,1,96,pretrain,2.334134578704834,0.5230499505996704,0.7429335713386536,0.2209380716085434,0.24100887775421143,0.24595022201538086,0.8965706825256348,0.2933061122894287,0.33067557215690613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407.7503662109375,1823.1463623046875,3.203906807049116,0.5027332305908203,0.012681136839091778,0.0025282178539782763,0.8369991183280945
PINN20260517-KimLayered,1,99,pretrain,2.1839001178741455,0.4897438883781433,0.6956848502159119,0.18992838263511658,0.22817742824554443,0.2297472059726715,0.871154248714447,0.28570660948753357,0.3259345293045044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.6995849609375,1819.300048828125,3.092545336160755,0.5053983330726624,0.012786275707185268,0.002546199131757021,0.8379181623458862
PINN20260517-KimLayered,1,103,pretrain,2.006840229034424,0.44592201709747314,0.6455256342887878,0.1746208220720291,0.2176651954650879,0.21269427239894867,0.8220128417015076,0.2757892906665802,0.31839868426322937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.3653564453125,1801.55078125,3.1000039158774304,0.5091120600700378,0.01285731140524149,0.0025545184034854174,0.8389590382575989
PINN20260517-KimLayered,1,106,pretrain,1.9029337167739868,0.4201558232307434,0.6160850524902344,0.16814275085926056,0.21303029358386993,0.20309071242809296,0.7801146507263184,0.2688802182674408,0.3119429647922516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281.6500244140625,1781.353515625,3.0292088535232566,0.5116071105003357,0.012858390808105469,0.0025498797185719013,0.8396045565605164
PINN20260517-KimLayered,1,109,pretrain,1.8284525871276855,0.40347379446029663,0.589674711227417,0.16412891447544098,0.21001063287258148,0.1947232037782669,0.7263028025627136,0.26273655891418457,0.30509400367736816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259.68017578125,1758.2396240234375,2.9543207866892858,0.5134589076042175,0.012821524403989315,0.002537802793085575,0.8401509523391724
PINN20260517-KimLayered,1,112,pretrain,1.7806612253189087,0.3935084342956543,0.5718972086906433,0.15982985496520996,0.20803849399089813,0.18890757858753204,0.688318133354187,0.25753602385520935,0.2982174754142761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1244.291015625,1733.9747314453125,2.9472083356494205,0.5145400762557983,0.012754369527101517,0.002519706031307578,0.8406095504760742
PINN20260517-KimLayered,1,116,pretrain,1.7382335662841797,0.38496285676956177,0.558151125907898,0.15407724678516388,0.20629042387008667,0.18450988829135895,0.6504210233688354,0.25199803709983826,0.28951457142829895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.765869140625,1701.8763427734375,2.8599860159030577,0.5148666501045227,0.012651877477765083,0.0024929812643676996,0.8410901427268982
PINN20260517-KimLayered,1,119,pretrain,1.7087482213974,0.3786691725254059,0.5506607294082642,0.14968396723270416,0.20535609126091003,0.18214364349842072,0.624550461769104,0.2487712949514389,0.2835455536842346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.4898681640625,1676.42041015625,2.8214468402770985,0.5145172476768494,0.012572959996759892,0.0024723538663238287,0.8413586616516113
PINN20260517-KimLayered,1,122,pretrain,1.6777448654174805,0.37136876583099365,0.5447820425033569,0.14518314599990845,0.20456545054912567,0.18025484681129456,0.6034671068191528,0.24622949957847595,0.2780795693397522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.3399658203125,1648.6005859375,2.79844898391244,0.5138337016105652,0.012489566579461098,0.002450649393722415,0.8415597081184387
PINN20260517-KimLayered,1,126,pretrain,1.634411096572876,0.3607097268104553,0.5379332304000854,0.13944262266159058,0.20353445410728455,0.17806020379066467,0.5750234723091125,0.24359840154647827,0.2716100811958313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.87548828125,1606.768310546875,2.7286839012313293,0.5125490427017212,0.012370598502457142,0.00241991993971169,0.8417440056800842
PINN20260517-KimLayered,1,129,pretrain,1.6005579233169556,0.3520568609237671,0.533176839351654,0.1353919506072998,0.2026871144771576,0.17653867602348328,0.5555189847946167,0.24196641147136688,0.2673846185207367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151.48291015625,1570.8231201171875,2.6827054306385256,0.5113919377326965,0.012271858751773834,0.002394855720922351,0.8418388962745667
PINN20260517-KimLayered,1,132,pretrain,1.5653914213180542,0.34270530939102173,0.5286136865615845,0.13168326020240784,0.2017490565776825,0.17508205771446228,0.5399112701416016,0.2403978407382965,0.26374489068984985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.771240234375,1531.00830078125,2.6562391199010613,0.5101147890090942,0.012162999249994755,0.002367802429944277,0.8419146537780762
PINN20260517-KimLayered,1,135,pretrain,1.5292528867721558,0.332813560962677,0.5241830945014954,0.12747690081596375,0.2007560282945633,0.17365412414073944,0.5312678813934326,0.23875746130943298,0.2606399655342102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.341796875,1488.435791015625,2.627523689812379,0.5087273120880127,0.012045681476593018,0.0023393575102090836,0.8419886827468872
PINN20260517-KimLayered,1,139,pretrain,1.4798294305801392,0.31954875588417053,0.5176923274993896,0.1239561066031456,0.19954673945903778,0.17167022824287415,0.5032743215560913,0.23644128441810608,0.2571049928665161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.265869140625,1429.8128662109375,2.5601716136883357,0.5066317915916443,0.011884483508765697,0.0023014782927930355,0.8421106338500977
PINN20260517-KimLayered,1,142,pretrain,1.4368395805358887,0.3079482316970825,0.5125064849853516,0.11745180934667587,0.19882814586162567,0.17010337114334106,0.4923709034919739,0.23465725779533386,0.25478243827819824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.592041015625,1383.8001708984375,2.5381432926595737,0.5048619508743286,0.011757845990359783,0.0022734468802809715,0.8422373533248901
PINN20260517-KimLayered,1,145,pretrain,1.393885612487793,0.2960699498653412,0.5066728591918945,0.11521892994642258,0.19838450849056244,0.16843660175800323,0.47062933444976807,0.23282049596309662,0.2526927888393402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.357421875,1338.5784912109375,2.4778288916213587,0.5028688311576843,0.011633523739874363,0.0022472692653536797,0.8424001932144165
PINN20260517-KimLayered,1,148,pretrain,1.3547108173370361,0.2851964235305786,0.5006352066993713,0.11371191591024399,0.19833946228027344,0.16667523980140686,0.4514457583427429,0.23087681829929352,0.2507830560207367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.0006103515625,1296.1461181640625,2.4279147769948954,0.5006183385848999,0.011517799459397793,0.002224064664915204,0.8425959348678589
PINN20260517-KimLayered,1,152,pretrain,1.309211254119873,0.27151477336883545,0.4928792119026184,0.11333683133125305,0.19901932775974274,0.16431602835655212,0.4506087303161621,0.22807730734348297,0.24838599562644958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.3714599609375,1246.05712890625,2.3826242568532003,0.49724993109703064,0.011379641480743885,0.0021978160366415977,0.8428983092308044
PINN20260517-KimLayered,1,155,pretrain,1.2766395807266235,0.26203233003616333,0.4875228703022003,0.11108504980802536,0.20004671812057495,0.16266590356826782,0.44897153973579407,0.22581921517848969,0.24667052924633026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.070556640625,1213.553955078125,2.352891109267736,0.4945456385612488,0.011289962567389011,0.0021812976337969303,0.8431369662284851
PINN20260517-KimLayered,1,158,pretrain,1.2449742555618286,0.2533600628376007,0.48289573192596436,0.10734328627586365,0.20130425691604614,0.16119489073753357,0.43774813413619995,0.22347399592399597,0.24504698812961578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.3491821289062,1183.79052734375,2.322938343117758,0.4918307662010193,0.011207718402147293,0.0021661336068063974,0.8433645367622375
PINN20260517-KimLayered,1,162,pretrain,1.206466555595398,0.24319523572921753,0.47764164209365845,0.10200230032205582,0.2028322070837021,0.1594531089067459,0.4171299934387207,0.22026509046554565,0.2430257946252823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.5672607421875,1147.16357421875,2.283322116852824,0.48838943243026733,0.01110220979899168,0.0021460275165736675,0.8436206579208374
PINN20260517-KimLayered,1,165,pretrain,1.1815953254699707,0.23658719658851624,0.47412675619125366,0.09872087091207504,0.20356391370296478,0.15826217830181122,0.40600669384002686,0.21780706942081451,0.24157528579235077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.4120483398438,1123.2578125,2.2587599077040115,0.4860607385635376,0.01102577056735754,0.0021306162234395742,0.8437637686729431
PINN20260517-KimLayered,1,168,pretrain,1.1592825651168823,0.23054364323616028,0.47080111503601074,0.09600738435983658,0.20377123355865479,0.1571352630853653,0.4004635810852051,0.2153010070323944,0.24016469717025757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.2330322265625,1103.549560546875,2.239273694875169,0.48403242230415344,0.010953966528177261,0.0021151485852897167,0.8438599109649658
PINN20260517-KimLayered,1,171,pretrain,1.138552188873291,0.22485819458961487,0.46759048104286194,0.09395503252744675,0.2033035308122635,0.15603816509246826,0.3978944718837738,0.21276742219924927,0.23880033195018768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.5524291992188,1087.257080078125,2.2228494960528677,0.48234087228775024,0.010885711759328842,0.0020993195939809084,0.8439074158668518
PINN20260517-KimLayered,1,175,pretrain,1.1109328269958496,0.21738585829734802,0.46315330266952515,0.09165859967470169,0.2014295607805252,0.15455247461795807,0.3945806622505188,0.20945066213607788,0.2370556741952896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.1991577148438,1067.7694091796875,2.2014869475833847,0.4805939197540283,0.010795556008815765,0.0020766842644661665,0.8438958525657654
PINN20260517-KimLayered,1,178,pretrain,1.0902330875396729,0.21188823878765106,0.4596027731895447,0.09050726145505905,0.19906048476696014,0.1533723622560501,0.39092913269996643,0.20705389976501465,0.23580241203308105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.64306640625,1053.6578369140625,2.183024971363717,0.47962045669555664,0.010725374333560467,0.0020580000709742308,0.8438358902931213
PINN20260517-KimLayered,1,181,pretrain,1.0691108703613281,0.2063142955303192,0.4557700753211975,0.08933069556951523,0.19602429866790771,0.1521308869123459,0.38901740312576294,0.20474666357040405,0.23458509147167206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0330810546875,1039.59326171875,2.163281579614739,0.47889989614486694,0.01065471488982439,0.0020382448565214872,0.8437383770942688
PINN20260517-KimLayered,1,184,pretrain,1.0481237173080444,0.20090985298156738,0.4518658518791199,0.08820709586143494,0.19249624013900757,0.15082839131355286,0.385603129863739,0.20254409313201904,0.2334020435810089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.4403076171875,1026.4822998046875,2.145693613483083,0.4783906638622284,0.010582022368907928,0.0020174935925751925,0.8436155319213867
PINN20260517-KimLayered,1,188,pretrain,1.0211352109909058,0.19398091733455658,0.44662755727767944,0.08716240525245667,0.18743477761745453,0.1490379124879837,0.38152599334716797,0.19976511597633362,0.23186294734477997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.1573486328125,1009.2363891601562,2.1215531838567303,0.4779796302318573,0.010485482402145863,0.0019895744044333696,0.8434295654296875
PINN20260517-KimLayered,1,191,pretrain,1.0004087686538696,0.18870621919631958,0.44251391291618347,0.08553436398506165,0.1836254596710205,0.14767804741859436,0.3808728754520416,0.1977889984846115,0.23073633015155792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.8968505859375,997.0624389648438,2.1043436770063297,0.4778226613998413,0.010415412485599518,0.0019693435169756413,0.843285322189331
PINN20260517-KimLayered,1,194,pretrain,0.9807000160217285,0.18374289572238922,0.438421368598938,0.0845349058508873,0.1799013912677765,0.14628802239894867,0.37758511304855347,0.19591124355793,0.2296418845653534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.8282470703125,985.2352294921875,2.0868988235470547,0.47774332761764526,0.010344486683607101,0.0019497377797961235,0.8431469798088074
PINN20260517-KimLayered,1,198,pretrain,0.9553075432777405,0.17739562690258026,0.43285202980041504,0.08329323679208755,0.17520968616008759,0.14439396560192108,0.3727838397026062,0.19354408979415894,0.22823671996593475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.3732299804688,970.0624389648438,2.0646504250413615,0.4777122139930725,0.010249392129480839,0.0019250897457823157,0.8429791331291199
PINN20260517-KimLayered,1,201,pretrain,0.937385618686676,0.17290252447128296,0.4286406636238098,0.0827430859208107,0.17194843292236328,0.1429470330476761,0.3692833483219147,0.19185884296894073,0.22722533345222473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.7743530273438,959.1529541015625,2.0470324513351073,0.4777224063873291,0.01017725933343172,0.0019077780889347196,0.8428698182106018
PINN20260517-KimLayered,1,204,pretrain,0.9193587303161621,0.16835284233093262,0.424268901348114,0.08149680495262146,0.16894522309303284,0.1415097415447235,0.3691612184047699,0.19022855162620544,0.22624622285366058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.416259765625,949.1962890625,2.034256788289694,0.4777640998363495,0.010106938891112804,0.0018917442066594958,0.8427738547325134
PINN20260517-KimLayered,1,207,pretrain,0.902010440826416,0.16405504941940308,0.4199479818344116,0.08053236454725266,0.1661376953125,0.14006231725215912,0.3661845922470093,0.1886613965034485,0.22529946267604828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.3468017578125,939.7474975585938,2.0208703446425256,0.4778210520744324,0.010034669190645218,0.0018763813422992826,0.8426913619041443
PINN20260517-KimLayered,1,211,pretrain,0.880115270614624,0.15864330530166626,0.4142146706581116,0.07957108318805695,0.1626303642988205,0.1381387561559677,0.3620358109474182,0.18666179478168488,0.22407956421375275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.4659423828125,927.779296875,2.004894588252381,0.4779230058193207,0.009935387410223484,0.0018566844519227743,0.8425949215888977
PINN20260517-KimLayered,1,214,pretrain,0.8647486567497253,0.1548682451248169,0.40999919176101685,0.07905757427215576,0.16010358929634094,0.13670606911182404,0.3589078187942505,0.18522658944129944,0.22319193184375763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.2740478515625,918.89013671875,1.9910517457044592,0.4780149757862091,0.009856701828539371,0.001842062920331955,0.8425271511077881
PINN20260517-KimLayered,1,217,pretrain,0.8498972058296204,0.15119417011737823,0.4058135747909546,0.07823868095874786,0.1576312631368637,0.13530577719211578,0.3585481345653534,0.1838407665491104,0.2223230004310608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.5087280273438,910.1004028320312,1.9807976580261537,0.47812631726264954,0.009774468839168549,0.0018274602480232716,0.8424583673477173
PINN20260517-KimLayered,1,221,physics,0.8570572733879089,0.1466841697692871,0.4004398286342621,0.07764708250761032,0.1543416827917099,0.13346555829048157,0.3558800220489502,0.18207478523254395,0.22119173407554626,0.6423006653785706,8.356895705219358e-05,0.012602632865309715,2.0416011636825715e-07,0.5378243923187256,0.07624766230583191,0.007258887868374586,0.09139348566532135,717.4791259765625,898.064453125,1.9652979421871712,0.47829127311706543,0.009654168039560318,0.0018072888487949967,0.842363715171814
