method,run,run_started_at,runtime_seconds,target,mae,rmse,r2
PINN20260414,1,2026-05-12T09:37:22,1.485009,thickness,302.60382080078125,480.36028145549255,0.88242506980896
PINN20260414,1,2026-05-12T09:37:22,1.485009,max_thickness,298.47283935546875,485.84486657265404,0.8855246901512146
PINN20260414,1,2026-05-12T09:37:22,1.485009,min_thickness,327.6119689941406,533.834009782067,0.8479726314544678
PINN20260414,1,2026-05-12T09:37:22,1.485009,deposition_rate,354.9156188964844,589.0178796097789,0.9114827513694763
PINN20260414,1,2026-05-12T09:37:22,1.485009,uniformity_range,0.6271477341651917,0.9508410432643943,-2.7119739055633545
PINN20260414,1,2026-05-12T09:37:22,1.485009,uniformity_1sigma,0.3202299177646637,0.4738145617173624,-1.810746669769287
PINN20260414,1,2026-05-12T09:37:22,1.485009,ri,0.0017566247843205929,0.002473127953395186,0.03263574838638306
PINN20260414,1,2026-05-12T09:37:22,1.485009,stress,46.009246826171875,68.52671482371856,-1.0887439250946045
PINN20260414,2,2026-05-12T09:37:50,1.743249,thickness,459.2511901855469,634.3814162237101,0.9326425790786743
PINN20260414,2,2026-05-12T09:37:50,1.743249,max_thickness,775.056640625,1023.6927029143072,0.8465003371238708
PINN20260414,2,2026-05-12T09:37:50,1.743249,min_thickness,815.370361328125,1043.2472142306444,0.8061630129814148
PINN20260414,2,2026-05-12T09:37:50,1.743249,deposition_rate,967.7765502929688,1181.423717385088,0.7964529991149902
PINN20260414,2,2026-05-12T09:37:50,1.743249,uniformity_range,1.0140619277954102,1.538493482093034,-0.3873274326324463
PINN20260414,2,2026-05-12T09:37:50,1.743249,uniformity_1sigma,0.581287145614624,0.8036055837668887,-0.3200596570968628
PINN20260414,2,2026-05-12T09:37:50,1.743249,ri,0.0042802635580301285,0.00716629819241086,-2.850369453430176
PINN20260414,2,2026-05-12T09:37:50,1.743249,stress,72.83416748046875,93.86786341048783,-1.0874035358428955
PINN20260414,3,2026-05-12T09:38:28,1.990461,thickness,346.27197265625,506.81547122695457,0.9411662220954895
PINN20260414,3,2026-05-12T09:38:28,1.990461,max_thickness,289.7209777832031,483.3129162354344,0.9495252370834351
PINN20260414,3,2026-05-12T09:38:28,1.990461,min_thickness,313.1536560058594,495.32419938864285,0.9399282932281494
PINN20260414,3,2026-05-12T09:38:28,1.990461,deposition_rate,619.0512084960938,968.771290088636,0.782005786895752
PINN20260414,3,2026-05-12T09:38:28,1.990461,uniformity_range,0.5358057618141174,0.8322975198271755,0.036427080631256104
PINN20260414,3,2026-05-12T09:38:28,1.990461,uniformity_1sigma,0.27781009674072266,0.4139728269101984,0.2072610855102539
PINN20260414,3,2026-05-12T09:38:28,1.990461,ri,0.003008385421708226,0.0036933040933979796,0.6262271404266357
PINN20260414,3,2026-05-12T09:38:28,1.990461,stress,47.5795783996582,65.02971451214628,0.619855523109436
PINN20260414,4,2026-05-12T09:38:55,1.293273,thickness,409.18060302734375,578.6359228824288,0.9568929076194763
PINN20260414,4,2026-05-12T09:38:55,1.293273,max_thickness,359.0,501.6002516945142,0.9686971306800842
PINN20260414,4,2026-05-12T09:38:55,1.293273,min_thickness,447.9041442871094,622.4262506514326,0.9479205012321472
PINN20260414,4,2026-05-12T09:38:55,1.293273,deposition_rate,509.92669677734375,626.8191774746525,0.8937491178512573
PINN20260414,4,2026-05-12T09:38:55,1.293273,uniformity_range,0.8836562037467957,1.0243593097669814,-2.3271641731262207
PINN20260414,4,2026-05-12T09:38:55,1.293273,uniformity_1sigma,0.4569108486175537,0.562844462358205,-1.5768332481384277
PINN20260414,4,2026-05-12T09:38:55,1.293273,ri,0.0031655458733439445,0.004587874487845062,0.4680444002151489
PINN20260414,4,2026-05-12T09:38:55,1.293273,stress,43.100746154785156,69.34149317530775,0.41397929191589355
PINN20260414,5,2026-05-12T09:39:35,1.321002,thickness,643.9813232421875,966.8140656299948,0.5972444415092468
PINN20260414,5,2026-05-12T09:39:35,1.321002,max_thickness,701.6280517578125,1044.7907087067724,0.5709894895553589
PINN20260414,5,2026-05-12T09:39:35,1.321002,min_thickness,650.299560546875,949.2126013175341,0.5630688667297363
PINN20260414,5,2026-05-12T09:39:35,1.321002,deposition_rate,810.519775390625,1197.300557504255,0.8348031044006348
PINN20260414,5,2026-05-12T09:39:35,1.321002,uniformity_range,0.9504902958869934,1.1946704112314253,0.11392080783843994
PINN20260414,5,2026-05-12T09:39:35,1.321002,uniformity_1sigma,0.5457761883735657,0.6795358379013533,0.019989192485809326
PINN20260414,5,2026-05-12T09:39:35,1.321002,ri,0.003981279209256172,0.005527746433157699,0.33073097467422485
PINN20260414,5,2026-05-12T09:39:35,1.321002,stress,46.651344299316406,67.7889035847221,0.41782069206237793
PINN20260414,6,2026-05-12T09:40:15,2.070409,thickness,374.32501220703125,668.9763869151137,0.8818236589431763
