method,run,run_started_at,runtime_seconds,target,mae,rmse,r2
PINN20260511,1,2026-05-12T09:37:24,17.378366,thickness,206.4323272705078,325.4434594710731,0.9460325837135315
PINN20260511,1,2026-05-12T09:37:24,17.378366,max_thickness,211.01271057128906,322.0591099666333,0.9496976733207703
PINN20260511,1,2026-05-12T09:37:24,17.378366,min_thickness,211.45115661621094,329.6293372865953,0.9420356750488281
PINN20260511,1,2026-05-12T09:37:24,17.378366,deposition_rate,561.3895874023438,874.1906256646773,0.8050230741500854
PINN20260511,1,2026-05-12T09:37:24,17.378366,uniformity_range,0.5635311007499695,0.7333853119794389,-1.2082767486572266
PINN20260511,1,2026-05-12T09:37:24,17.378366,uniformity_1sigma,0.4947017729282379,0.5641598847243131,-2.984825372695923
PINN20260511,1,2026-05-12T09:37:24,17.378366,ri,0.1117779016494751,0.11180414524070818,-1976.0274658203125
PINN20260511,1,2026-05-12T09:37:24,17.378366,stress,492.6958312988281,498.0611941569028,-109.33944702148438
PINN20260511,2,2026-05-12T09:37:52,30.839448,thickness,585.3091430664062,1107.780551372879,0.7946040630340576
PINN20260511,2,2026-05-12T09:37:52,30.839448,max_thickness,725.7307739257812,1299.8787443450253,0.7525007724761963
PINN20260511,2,2026-05-12T09:37:52,30.839448,min_thickness,611.8009033203125,1110.8580579894085,0.7802245020866394
PINN20260511,2,2026-05-12T09:37:52,30.839448,deposition_rate,631.884033203125,982.0577248817913,0.8593540191650391
PINN20260511,2,2026-05-12T09:37:52,30.839448,uniformity_range,1.0102187395095825,1.570364196837351,-0.4454014301300049
PINN20260511,2,2026-05-12T09:37:52,30.839448,uniformity_1sigma,0.7279196381568909,1.1248644111305324,-1.5864732265472412
PINN20260511,2,2026-05-12T09:37:52,30.839448,ri,0.12066135555505753,0.12191641070406287,-1113.3895263671875
PINN20260511,2,2026-05-12T09:37:52,30.839448,stress,108.3994369506836,145.4436706361779,-4.0114359855651855
PINN20260511,3,2026-05-12T09:38:30,21.346237,thickness,278.4474182128906,474.7754732502512,0.9483698010444641
PINN20260511,3,2026-05-12T09:38:30,21.346237,max_thickness,279.23687744140625,503.06193704155356,0.9453160166740417
PINN20260511,3,2026-05-12T09:38:30,21.346237,min_thickness,241.06927490234375,404.8345148020361,0.9598721265792847
PINN20260511,3,2026-05-12T09:38:30,21.346237,deposition_rate,563.3250122070312,918.6763916091454,0.8039677739143372
PINN20260511,3,2026-05-12T09:38:30,21.346237,uniformity_range,0.6042833924293518,0.7937460786617466,0.123623788356781
PINN20260511,3,2026-05-12T09:38:30,21.346237,uniformity_1sigma,0.5139171481132507,0.7090998784078187,-1.3259551525115967
PINN20260511,3,2026-05-12T09:38:30,21.346237,ri,0.10885997861623764,0.10901517945425877,-324.650390625
PINN20260511,3,2026-05-12T09:38:30,21.346237,stress,478.6546936035156,487.13423778769646,-20.331544876098633
PINN20260511,4,2026-05-12T09:38:56,33.967098,thickness,115.84654235839844,180.46640961685918,0.9958069324493408
PINN20260511,4,2026-05-12T09:38:56,33.967098,max_thickness,114.30419921875,180.28572699849258,0.9959561824798584
PINN20260511,4,2026-05-12T09:38:56,33.967098,min_thickness,148.52032470703125,194.00445991974,0.9949404001235962
PINN20260511,4,2026-05-12T09:38:56,33.967098,deposition_rate,205.95970153808594,303.15810386248955,0.9751465320587158
PINN20260511,4,2026-05-12T09:38:56,33.967098,uniformity_range,0.7804038524627686,0.9541823666265141,-1.886904001235962
PINN20260511,4,2026-05-12T09:38:56,33.967098,uniformity_1sigma,0.5689786672592163,0.7012936584631431,-3.0004544258117676
PINN20260511,4,2026-05-12T09:38:56,33.967098,ri,0.11710838973522186,0.1172755983128306,-346.5903015136719
PINN20260511,4,2026-05-12T09:38:56,33.967098,stress,211.74050903320312,230.24127969371608,-5.460899829864502
PINN20260511,5,2026-05-12T09:39:36,34.345661,thickness,375.9288635253906,566.8005325950214,0.8615745306015015
PINN20260511,5,2026-05-12T09:39:36,34.345661,max_thickness,371.948486328125,568.3939544893137,0.8730279207229614
PINN20260511,5,2026-05-12T09:39:36,34.345661,min_thickness,387.17633056640625,592.717101575448,0.8296347856521606
PINN20260511,5,2026-05-12T09:39:36,34.345661,deposition_rate,722.2840576171875,1114.331862597494,0.8569049835205078
PINN20260511,5,2026-05-12T09:39:36,34.345661,uniformity_range,0.8486462831497192,1.2086389199060024,0.09307897090911865
PINN20260511,5,2026-05-12T09:39:36,34.345661,uniformity_1sigma,0.5194725394248962,0.7769721978686456,-0.2812005281448364
PINN20260511,5,2026-05-12T09:39:36,34.345661,ri,0.1075209453701973,0.1077219413431768,-253.16331481933594
PINN20260511,5,2026-05-12T09:39:36,34.345661,stress,662.8028564453125,678.0678893001791,-57.2486572265625
PINN20260511,6,2026-05-12T09:40:17,18.711653,thickness,609.4043579101562,783.17004060421,0.838034987449646
PINN20260511,6,2026-05-12T09:40:17,18.711653,max_thickness,729.728271484375,1050.5509268950268,0.7630643844604492
PINN20260511,6,2026-05-12T09:40:17,18.711653,min_thickness,633.7074584960938,804.5991626269567,0.8107525110244751
PINN20260511,6,2026-05-12T09:40:17,18.711653,deposition_rate,1238.4005126953125,1574.2059109277923,0.5191501379013062
PINN20260511,6,2026-05-12T09:40:17,18.711653,uniformity_range,0.956541121006012,1.152664863975164,0.08753412961959839
PINN20260511,6,2026-05-12T09:40:17,18.711653,uniformity_1sigma,0.714594304561615,0.7867117888096241,-0.5071746110916138
PINN20260511,6,2026-05-12T09:40:17,18.711653,ri,0.10436993837356567,0.10450252143171326,-309.2658996582031
PINN20260511,6,2026-05-12T09:40:17,18.711653,stress,480.4436950683594,486.5410600607106,-30.071361541748047
PINN20260511,7,2026-05-12T09:40:42,28.493612,thickness,397.104248046875,838.2178639828669,0.8202040791511536
PINN20260511,7,2026-05-12T09:40:42,28.493612,max_thickness,408.76953125,852.4860702674267,0.8263566493988037
PINN20260511,7,2026-05-12T09:40:42,28.493612,min_thickness,413.34783935546875,885.520433135227,0.7828152775764465
PINN20260511,7,2026-05-12T09:40:42,28.493612,deposition_rate,571.5338134765625,760.442880826693,0.8579864501953125
PINN20260511,7,2026-05-12T09:40:42,28.493612,uniformity_range,0.4745059311389923,0.939091476018772,0.045763611793518066
PINN20260511,7,2026-05-12T09:40:42,28.493612,uniformity_1sigma,0.2796674072742462,0.4753545084440474,0.08115923404693604
PINN20260511,7,2026-05-12T09:40:42,28.493612,ri,0.11298789829015732,0.11314419973368636,-373.86956787109375
PINN20260511,7,2026-05-12T09:40:42,28.493612,stress,223.68312072753906,249.99632809803427,-4.893990516662598
PINN20260511,8,2026-05-12T09:41:18,18.239988,thickness,292.91864013671875,455.4915785445435,0.9340970516204834
PINN20260511,8,2026-05-12T09:41:18,18.239988,max_thickness,321.6670837402344,490.708591605038,0.9297053813934326
PINN20260511,8,2026-05-12T09:41:18,18.239988,min_thickness,298.11328125,505.2820375790139,0.9095922112464905
PINN20260511,8,2026-05-12T09:41:18,18.239988,deposition_rate,515.1435546875,671.3276724148946,0.8640374541282654
PINN20260511,8,2026-05-12T09:41:18,18.239988,uniformity_range,0.7650995850563049,1.1447429265946947,0.24502521753311157
PINN20260511,8,2026-05-12T09:41:18,18.239988,uniformity_1sigma,0.61455237865448,0.7692685526041577,0.005679965019226074
PINN20260511,8,2026-05-12T09:41:18,18.239988,ri,0.11352012306451797,0.11376990371446667,-225.70672607421875
PINN20260511,8,2026-05-12T09:41:18,18.239988,stress,294.628662109375,312.56140646679336,-7.61851692199707
PINN20260511,9,2026-05-12T09:41:41,32.891533,thickness,355.87872314453125,431.09952084756486,0.9197961091995239
PINN20260511,9,2026-05-12T09:41:41,32.891533,max_thickness,501.3545837402344,851.898834956358,0.7835099697113037
PINN20260511,9,2026-05-12T09:41:41,32.891533,min_thickness,374.765625,445.83317367598386,0.9049214124679565
PINN20260511,9,2026-05-12T09:41:41,32.891533,deposition_rate,762.51123046875,855.9226746616775,0.8741124272346497
PINN20260511,9,2026-05-12T09:41:41,32.891533,uniformity_range,0.6628330945968628,0.8057712183119463,0.4852943420410156
PINN20260511,9,2026-05-12T09:41:41,32.891533,uniformity_1sigma,0.26287704706192017,0.37122685906186653,0.6040455102920532
PINN20260511,9,2026-05-12T09:41:41,32.891533,ri,0.11025768518447876,0.1102952518095111,-1303.235595703125
PINN20260511,9,2026-05-12T09:41:41,32.891533,stress,612.7323608398438,619.1105515172553,-96.10426330566406
PINN20260511,10,2026-05-12T09:42:19,31.543921,thickness,192.47108459472656,247.3487621886352,0.9837791919708252
PINN20260511,10,2026-05-12T09:42:19,31.543921,max_thickness,186.53558349609375,239.92173202942664,0.9857613444328308
PINN20260511,10,2026-05-12T09:42:19,31.543921,min_thickness,219.69415283203125,327.7041706135276,0.9693968892097473
PINN20260511,10,2026-05-12T09:42:19,31.543921,deposition_rate,386.7841491699219,478.5038694984608,0.9587301015853882
PINN20260511,10,2026-05-12T09:42:19,31.543921,uniformity_range,0.7030338644981384,1.1361612217698849,-0.15171992778778076
PINN20260511,10,2026-05-12T09:42:19,31.543921,uniformity_1sigma,0.48575136065483093,0.7160070990071989,-0.6436048746109009
PINN20260511,10,2026-05-12T09:42:19,31.543921,ri,0.11152088642120361,0.11166323035857628,-351.8887634277344
PINN20260511,10,2026-05-12T09:42:19,31.543921,stress,390.4746398925781,398.2699304491867,-19.584087371826172
