method,run,epoch,stage,total_loss,data_thickness_group_loss,data_range_loss,data_rate_loss,data_uniformity_loss,data_ri_loss,data_stress_loss,phys_ht_loss,phys_maxmin_loss,phys_uniformity_def_loss,phys_mono_t_loss,phys_nonneg_h_loss,phys_nonneg_r_loss,phys_species_loss,phys_surface_loss,phys_profile_loss,phys_property_loss,phys_gas_loss,phys_flux_loss,phys_surface_pde_loss,phys_field_consistency_loss,phys_h_pde_loss,phys_rate_species_mono_loss,phys_axis_bc_loss,phys_inlet_bc_loss,train_thk_rmse,val_thk_rmse,val_score
PINN20260511,1,18,pretrain,45.47547912597656,14.281932830810547,2.26326847076416,7.421233654022217,0.6901333332061768,0.002921455539762974,5.649881839752197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5020.285051667883,4131.604288893117,7741.009090458305
PINN20260511,1,19,pretrain,45.4744758605957,14.281627655029297,2.2631587982177734,7.421069145202637,0.6898274421691895,0.002941194223240018,5.646570682525635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5020.2101549636345,4131.524658040903,7740.865643223718
PINN20260511,1,21,pretrain,45.47104263305664,14.280651092529297,2.2630186080932617,7.420493125915527,0.6741478443145752,0.002983481390401721,5.64181661605835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.997211154604,4131.289629159399,7740.444268181191
PINN20260511,1,23,pretrain,45.46711730957031,14.279268264770508,2.262918710708618,7.419653415679932,0.6959248781204224,0.0030349483713507652,5.638177394866943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.734654341801,4131.003025900611,7739.929804700422
PINN20260511,1,24,pretrain,45.464813232421875,14.278501510620117,2.2628118991851807,7.419194221496582,0.7033865451812744,0.0030677607282996178,5.635544776916504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.59022231895,4130.8485811029195,7739.652066509158
PINN20260511,1,26,pretrain,45.45819091796875,14.276762008666992,2.2623958587646484,7.418181896209717,0.653559684753418,0.0031549541745334864,5.62772274017334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.230419098131,4130.459780702386,7738.952542169419
PINN20260511,1,28,pretrain,45.44990539550781,14.274239540100098,2.2617716789245605,7.416732311248779,0.6476835012435913,0.00328107294626534,5.618143558502197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5018.666755224937,4129.813797255271,7737.791043707388
PINN20260511,1,29,pretrain,45.44403839111328,14.272453308105469,2.261432409286499,7.415685653686523,0.6413239240646362,0.0033621022012084723,5.613770961761475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5018.268227187543,4129.337961465494,7736.936599674917
PINN20260511,1,31,pretrain,45.427894592285156,14.267349243164062,2.260531187057495,7.412639141082764,0.6527612209320068,0.0035818172618746758,5.605408668518066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5017.131849971654,4127.94476707235,7734.433795996635
PINN20260511,1,33,pretrain,45.40198516845703,14.259186744689941,2.2587013244628906,7.407792091369629,0.6755208969116211,0.003937038592994213,5.595186710357666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5015.296402008559,4125.645646441294,7730.301641117702
PINN20260511,1,34,pretrain,45.38372802734375,14.25337028503418,2.2572107315063477,7.404363632202148,0.707137405872345,0.004192913882434368,5.590188026428223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5013.985440744717,4123.973811750021,7727.29587601641
PINN20260511,1,36,pretrain,45.33047866821289,14.236488342285156,2.2526583671569824,7.3944196701049805,0.789976179599762,0.004920761566609144,5.5880351066589355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5010.160077282961,4119.065185208897,7718.462928059033
PINN20260511,1,38,pretrain,45.24251174926758,14.208632469177246,2.2446465492248535,7.378486633300781,0.9298134446144104,0.006035725120455027,5.612927436828613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5003.787165737567,4111.088420357801,7704.0879973503115
PINN20260511,1,39,pretrain,45.17698287963867,14.1882963180542,2.2389185428619385,7.367431640625,0.9573777318000793,0.006780899595469236,5.642787933349609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4999.1413262679425,4105.475124757182,7693.958694506875
PINN20260511,1,41,pretrain,44.97956848144531,14.127799987792969,2.226349353790283,7.337125778198242,0.7784699201583862,0.008626719005405903,5.754210472106934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4985.300392152914,4089.5553548032576,7665.182775504381
PINN20260511,1,43,pretrain,44.6513786315918,14.02480697631836,2.2084386348724365,7.292842864990234,0.7086389064788818,0.010696583427488804,5.970479488372803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4961.3076905187,4063.7349815163884,7618.41840238661
PINN20260511,1,44,pretrain,44.405303955078125,13.947216987609863,2.183732748031616,7.263972282409668,0.9495996236801147,0.011692292988300323,6.132367134094238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4942.875478909013,4044.6844129054125,7583.936247449302
PINN20260511,1,46,pretrain,43.624446868896484,13.702330589294434,2.117889404296875,7.188187122344971,1.043615698814392,0.013456210494041443,6.6015400886535645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4883.239293747542,3983.40946928633,7472.93075729164
PINN20260511,1,48,pretrain,42.18613052368164,13.250114440917969,1.9471633434295654,7.076760768890381,2.3426170349121094,0.014598185196518898,7.402688026428223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4777.195411535936,3858.448522398608,7246.748276125093
PINN20260511,1,49,pretrain,41.166595458984375,12.92741584777832,1.8873533010482788,6.999903202056885,2.0343000888824463,0.014861365780234337,8.016287803649902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4718.965140790934,3750.539561183164,7053.880190237177
PINN20260511,1,51,pretrain,39.91604232788086,12.469995498657227,2.180311918258667,6.772700309753418,3.0678482055664062,0.014993477612733841,9.776809692382812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4680.789890606072,3431.3345800140214,6476.996877774614
PINN20260511,1,53,pretrain,38.95984649658203,12.253807067871094,1.7174944877624512,6.475212097167969,2.231712818145752,0.014906762167811394,11.692837715148926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.058159541892,3133.22724997725,5949.280495593976
PINN20260511,1,54,pretrain,37.731990814208984,11.837664604187012,1.784530520439148,6.328953742980957,3.047210216522217,0.014843356795608997,12.353934288024902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4454.75700796351,3022.1369922622634,5749.67991633423
PINN20260511,1,56,pretrain,33.797813415527344,10.64283561706543,1.1910452842712402,6.058387279510498,3.1053340435028076,0.01470656506717205,13.088132858276367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4222.831040901352,2876.4876151306476,5497.0887169664575
PINN20260511,1,58,pretrain,30.915088653564453,9.668684005737305,1.2961795330047607,5.757528305053711,5.4719672203063965,0.014510607346892357,13.917672157287598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4049.721595369242,2844.363637090026,5430.345886329804
PINN20260511,1,59,pretrain,29.58837127685547,9.296011924743652,1.0448709726333618,5.566617488861084,3.228874444961548,0.014375242404639721,14.606087684631348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3977.017349723282,2937.0297921539714,5593.823289326336
PINN20260511,1,61,pretrain,27.78044891357422,8.727496147155762,1.0205371379852295,5.057997226715088,3.80470609664917,0.01406613178551197,16.448436737060547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3874.030459353669,3314.330249085024,6242.297589761402
PINN20260511,1,63,pretrain,26.50881576538086,8.131677627563477,0.44642800092697144,4.522913455963135,49.299346923828125,0.01385672576725483,17.72848892211914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3711.5262359304425,3318.2857019852886,6238.7022427315715
PINN20260511,1,64,pretrain,24.970375061035156,7.815845489501953,0.5406930446624756,4.301097393035889,19.613662719726562,0.013819808140397072,18.13836097717285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3610.2968022033865,3204.3047607866515,6029.019862427012
PINN20260511,1,66,pretrain,21.90020751953125,6.904635906219482,0.4048921465873718,3.881085157394409,10.381877899169922,0.013767058961093426,18.8736629486084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3347.659032816813,2798.0997123047637,5317.9902435118975
PINN20260511,1,68,pretrain,18.484455108642578,5.788755416870117,0.6918059587478638,3.340275526046753,5.211524963378906,0.013703501783311367,20.61396026611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3013.146860011971,2518.8435838693913,4806.7587338283565
PINN20260511,1,69,pretrain,16.397733688354492,5.154654502868652,0.4541116952896118,2.9834556579589844,5.501184940338135,0.013665080070495605,22.03232192993164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2799.65587170995,2453.730119634187,4674.026580337893
PINN20260511,1,71,pretrain,11.863565444946289,3.7045955657958984,0.34370937943458557,2.1009883880615234,7.886300563812256,0.013564280234277248,26.329843521118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.9035771589233,2450.2493750636895,4636.766430991111
PINN20260511,1,73,pretrain,7.773102283477783,2.4260616302490234,0.33413079380989075,1.357877254486084,2.8138222694396973,0.013461682945489883,31.932865142822266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1837.0381732560704,2235.4669534573754,4246.990445117481
PINN20260511,1,74,pretrain,6.310793876647949,1.911473274230957,0.5991833209991455,1.1614866256713867,2.2242510318756104,0.013425643555819988,34.156612396240234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633.873847639407,1957.2366361786712,3746.716120394451
PINN20260511,1,76,pretrain,4.273472785949707,1.24051034450531,0.6264421343803406,0.9971528053283691,1.9645216464996338,0.01337725855410099,36.695682525634766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.0297030996092,1355.3048550049543,2655.320084088623
PINN20260511,1,78,pretrain,3.71097731590271,1.0354169607162476,0.7479629516601562,0.8695979118347168,2.8412747383117676,0.013358225114643574,36.220279693603516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.8739927611712,1179.7464770025804,2361.0642075512324
PINN20260511,1,79,pretrain,3.741478204727173,1.0688585042953491,0.6608477234840393,0.8338646292686462,1.8853039741516113,0.01334763877093792,35.937625885009766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.1772993322222,1241.7254124805531,2469.944274443932
PINN20260511,1,81,pretrain,3.7257890701293945,1.0766708850860596,0.5937139391899109,0.8583526015281677,1.362450122833252,0.013303599320352077,36.9426155090332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.1191215244125,1373.2518887662234,2674.686044946609
PINN20260511,1,83,pretrain,3.5345816612243652,1.0467981100082397,0.4229069650173187,0.764549732208252,1.4912033081054688,0.013274304568767548,36.00299835205078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337.5195325676557,1333.197706643692,2620.9209637477284
PINN20260511,1,84,pretrain,3.3566014766693115,1.0073003768920898,0.34715408086776733,0.6574665904045105,1.4814934730529785,0.013268837705254555,34.769081115722656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292.0347808785955,1302.775690592974,2573.644714816322
PINN20260511,1,86,pretrain,2.8619441986083984,0.8606574535369873,0.2624635100364685,0.5549149513244629,1.8878588676452637,0.013237484730780125,34.22673416137695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.2310572332292,1225.0424482441415,2415.142688282784
PINN20260511,1,88,pretrain,2.3710405826568604,0.7080913782119751,0.23368066549301147,0.46532711386680603,1.8430194854736328,0.013199903070926666,34.199012756347656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.9648725404425,1106.282061682282,2232.5235286871007
PINN20260511,1,89,pretrain,2.175874710083008,0.6390389800071716,0.2951259911060333,0.39638790488243103,1.5958664417266846,0.013188338838517666,33.52226257324219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.699300087251,1054.125881951487,2149.9883293643406
PINN20260511,1,91,pretrain,1.9027602672576904,0.5670320987701416,0.2158374935388565,0.3313574194908142,1.3736872673034668,0.013153300620615482,32.561920166015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.1878055591046,1036.6990281658414,2104.531011464471
PINN20260511,1,93,pretrain,1.7507812976837158,0.5199483633041382,0.21684274077415466,0.2958919107913971,1.1668285131454468,0.013093165121972561,33.25927734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.2901620721831,1013.4578185598057,2081.318804552794
PINN20260511,1,94,pretrain,1.6728038787841797,0.49135398864746094,0.24015100300312042,0.2721382677555084,1.2119426727294922,0.013072120025753975,32.66661071777344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.6742629866294,973.1757292493479,2015.1261460362193
PINN20260511,1,96,pretrain,1.5518825054168701,0.4570176601409912,0.22271579504013062,0.2392294555902481,1.0812885761260986,0.013020777143537998,32.35688018798828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.810114073013,994.1413066058567,2043.0763359725665
PINN20260511,1,98,pretrain,1.3452600240707397,0.39642471075057983,0.1930723488330841,0.20051389932632446,0.9673545360565186,0.012976218946278095,32.45030212402344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.9661878037424,896.7935241737644,1873.3475219833972
PINN20260511,1,99,pretrain,1.2491294145584106,0.36103641986846924,0.2179231196641922,0.18046313524246216,1.0482968091964722,0.012956316582858562,32.33925247192383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.2280865102667,865.9908342471068,1819.383444056004
PINN20260511,1,101,pretrain,1.0507341623306274,0.2978644371032715,0.21147795021533966,0.14874333143234253,1.0826590061187744,0.012911028228700161,32.777103424072266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.459894298149,836.0463877680472,1765.5926753269937
PINN20260511,1,103,pretrain,0.8836962580680847,0.25015684962272644,0.17294643819332123,0.1315412074327469,1.0222132205963135,0.012861896306276321,32.89791488647461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.5573498142959,736.9206198770665,1600.467242016108
PINN20260511,1,104,pretrain,0.8463864326477051,0.2383677214384079,0.17498134076595306,0.11308331042528152,1.0587948560714722,0.012843979522585869,32.365806579589844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.768832912724,729.0847430168869,1585.9101025278285
PINN20260511,1,106,pretrain,0.7761988639831543,0.21456535160541534,0.17348265647888184,0.1338835209608078,0.9492374062538147,0.01279106829315424,33.49043273925781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.6889393802776,752.6969841842067,1609.009434938292
PINN20260511,1,108,pretrain,0.7186314463615417,0.1976870596408844,0.1810038685798645,0.090096116065979,0.8524554967880249,0.012766627594828606,32.666141510009766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.4817458298406,674.0862101764136,1500.1294301696125
PINN20260511,1,109,pretrain,0.7066385746002197,0.1950233280658722,0.17703306674957275,0.08416963368654251,0.8109076023101807,0.012748162262141705,32.59988784790039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.4888371215703,702.0934544275427,1529.8342555860968
PINN20260511,1,111,pretrain,0.6496047377586365,0.17438989877700806,0.17088323831558228,0.12411574274301529,0.8085126876831055,0.01269383542239666,33.88460159301758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.7855748328777,721.0443814357061,1564.8444487976856
PINN20260511,1,113,pretrain,0.5842462182044983,0.15655499696731567,0.1702422946691513,0.07422352582216263,0.7307664155960083,0.012670589610934258,32.91587448120117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.2513324226323,683.6490099093247,1505.5069975183974
PINN20260511,1,114,pretrain,0.5641443729400635,0.1468948870897293,0.1859581619501114,0.07836929708719254,0.7403372526168823,0.012655114755034447,33.08572769165039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.86243485230705,714.6836494211967,1554.5123333014901
PINN20260511,1,116,pretrain,0.5416510701179504,0.14052489399909973,0.17966988682746887,0.0747050791978836,0.7650209665298462,0.012626311741769314,33.054359436035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.04743187650007,684.9682702505278,1518.0121189699355
PINN20260511,1,118,pretrain,0.5404863357543945,0.13696345686912537,0.19735194742679596,0.07974062860012054,0.7485939264297485,0.012591728009283543,33.132965087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.60580308312063,742.3877019455535,1598.3830202439271
PINN20260511,1,119,pretrain,0.5366155505180359,0.13748274743556976,0.185543492436409,0.0860130563378334,0.7096478939056396,0.012576458044350147,33.26675796508789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.9686509071489,720.7311391913076,1572.5151401319706
PINN20260511,1,121,pretrain,0.5083661079406738,0.13348983228206635,0.16288639605045319,0.06533551961183548,0.6693159937858582,0.012559819035232067,32.678184509277344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.9828155361526,695.9334783224615,1531.1329052307551
PINN20260511,1,123,pretrain,0.4791664779186249,0.123850017786026,0.15647493302822113,0.08557875454425812,0.6131609678268433,0.012525398284196854,33.33487319946289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.1219693719205,707.6928624057191,1550.0262331849494
PINN20260511,1,124,pretrain,0.46517300605773926,0.11776508390903473,0.16662955284118652,0.07426458597183228,0.6855027675628662,0.012514174915850163,33.14274215698242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.122431499472,688.7139282750131,1521.2105826323161
PINN20260511,1,126,pretrain,0.4587191343307495,0.11115515232086182,0.19248665869235992,0.07771114259958267,0.6734053492546082,0.012487475760281086,33.284759521484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0923183733909,725.3692594120597,1562.7766515194612
PINN20260511,1,128,pretrain,0.42834988236427307,0.10714727640151978,0.15635895729064941,0.0791381299495697,0.6450474262237549,0.01246643252670765,33.42817687988281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.53961162534006,679.5728667700029,1505.3916137089107
