method,run,target,iteration,train_rmse
XGBBaseline,5,Deposition_Rate,163,161.5832345635131
XGBBaseline,5,Deposition_Rate,212,100.56681038283492
XGBBaseline,5,Deposition_Rate,260,75.02540611212451
XGBBaseline,5,Deposition_Rate,308,60.06559987759987
XGBBaseline,5,Deposition_Rate,356,52.396043366607636
XGBBaseline,5,Deposition_Rate,405,47.09107461426767
XGBBaseline,5,Deposition_Rate,453,43.930075969236086
XGBBaseline,5,Deposition_Rate,501,41.58707934431576
XGBBaseline,5,Deposition_Rate,549,40.036148557391684
XGBBaseline,5,Deposition_Rate,598,38.881202311298864
XGBBaseline,5,Deposition_Rate,646,38.02931666730015
XGBBaseline,5,Deposition_Rate,694,37.34199030079876
XGBBaseline,5,Deposition_Rate,742,36.75997969718911
XGBBaseline,5,Deposition_Rate,790,36.29292797545047
XGBBaseline,5,Deposition_Rate,839,35.94321482258053
XGBBaseline,5,Deposition_Rate,887,35.62174426025852
XGBBaseline,5,Deposition_Rate,935,35.33849309192849
XGBBaseline,5,Deposition_Rate,983,35.10867838062482
XGBBaseline,5,Deposition_Rate,1032,34.90227041040598
XGBBaseline,5,Deposition_Rate,1080,34.730735015489515
XGBBaseline,5,Deposition_Rate,1128,34.56878886788029
XGBBaseline,5,Deposition_Rate,1176,34.4309543964681
XGBBaseline,5,Uniformity_Range,25,0.7839161471515416
XGBBaseline,5,Uniformity_Range,73,0.47215353204475646
XGBBaseline,5,Uniformity_Range,121,0.34053085892548396
XGBBaseline,5,Uniformity_Range,169,0.2758910072121936
XGBBaseline,5,Uniformity_Range,218,0.23719464869684875
XGBBaseline,5,Uniformity_Range,266,0.21138664029394766
XGBBaseline,5,Uniformity_Range,314,0.19157809711968019
XGBBaseline,5,Uniformity_Range,362,0.17741549111150884
XGBBaseline,5,Uniformity_Range,411,0.16539643463021783
XGBBaseline,5,Uniformity_Range,459,0.15705222138545144
XGBBaseline,5,Uniformity_Range,507,0.1503790919733991
XGBBaseline,5,Uniformity_Range,555,0.14481768504999948
XGBBaseline,5,Uniformity_Range,603,0.14025463230733284
XGBBaseline,5,Uniformity_Range,652,0.13666314898196072
XGBBaseline,5,Uniformity_Range,700,0.1336654641447347
XGBBaseline,5,Uniformity_Range,748,0.13145463029308485
XGBBaseline,5,Uniformity_Range,796,0.12937393601591482
XGBBaseline,5,Uniformity_Range,845,0.12784604508127823
XGBBaseline,5,Uniformity_Range,893,0.12655141001310694
XGBBaseline,5,Uniformity_Range,941,0.12526655596820033
XGBBaseline,5,Uniformity_Range,989,0.12420983953268575
XGBBaseline,5,Uniformity_Range,1038,0.12320505383196345
XGBBaseline,5,Uniformity_Range,1086,0.12241235181772811
XGBBaseline,5,Uniformity_Range,1134,0.12165472836130387
XGBBaseline,5,Uniformity_Range,1182,0.12101516796634958
XGBBaseline,5,Uniformity_1sigma,31,0.41771633372641837
XGBBaseline,5,Uniformity_1sigma,79,0.2634510171847845
XGBBaseline,5,Uniformity_1sigma,127,0.20223188264420744
XGBBaseline,5,Uniformity_1sigma,175,0.17025348743896726
XGBBaseline,5,Uniformity_1sigma,223,0.14759815430165701
XGBBaseline,5,Uniformity_1sigma,272,0.13076772433379458
XGBBaseline,5,Uniformity_1sigma,320,0.12009703118682648
XGBBaseline,5,Uniformity_1sigma,368,0.1116276048878543
XGBBaseline,5,Uniformity_1sigma,416,0.10527056698860263
XGBBaseline,5,Uniformity_1sigma,465,0.10058605629322245
XGBBaseline,5,Uniformity_1sigma,513,0.09694882681246407
XGBBaseline,5,Uniformity_1sigma,561,0.09448697831952702
XGBBaseline,5,Uniformity_1sigma,609,0.09255748002305811
XGBBaseline,5,Uniformity_1sigma,658,0.09098536628480136
XGBBaseline,5,Uniformity_1sigma,706,0.08948771929577967
XGBBaseline,5,Uniformity_1sigma,754,0.08856799945699691
XGBBaseline,5,Uniformity_1sigma,802,0.08780181852444537
XGBBaseline,5,Uniformity_1sigma,851,0.08705242123974591
XGBBaseline,5,Uniformity_1sigma,899,0.08643855988551881
XGBBaseline,5,Uniformity_1sigma,947,0.08597667080050246
XGBBaseline,5,Uniformity_1sigma,995,0.08548633497578935
XGBBaseline,5,Uniformity_1sigma,1043,0.08509623659081561
XGBBaseline,5,Uniformity_1sigma,1092,0.08481536166463959
XGBBaseline,5,Uniformity_1sigma,1140,0.08451217849724647
XGBBaseline,5,Uniformity_1sigma,1188,0.0841889800125724
XGBBaseline,5,RI,36,0.00460018961324932
XGBBaseline,5,RI,85,0.00428216532113172
XGBBaseline,5,RI,133,0.00417978695340649
XGBBaseline,5,RI,181,0.00412443017738374
XGBBaseline,5,RI,229,0.00410504461559383
XGBBaseline,5,RI,278,0.00408855324403421
XGBBaseline,5,RI,326,0.00407728934245258
XGBBaseline,5,RI,374,0.00405635763404958
XGBBaseline,5,RI,422,0.00405635763404958
XGBBaseline,5,RI,471,0.00405111773747557
XGBBaseline,5,RI,519,0.00405111773747557
XGBBaseline,5,RI,567,0.00404618628125136
XGBBaseline,5,RI,615,0.00404080549672551
XGBBaseline,5,RI,663,0.00403553697247196
XGBBaseline,5,RI,712,0.00403553697247196
XGBBaseline,5,RI,760,0.00403553697247196
XGBBaseline,5,RI,808,0.00403183965610801
XGBBaseline,5,RI,856,0.00403091216326103
XGBBaseline,5,RI,905,0.00403091216326103
XGBBaseline,5,RI,953,0.00403091216326103
XGBBaseline,5,RI,1001,0.00402692374735499
XGBBaseline,5,RI,1049,0.00402692374735499
XGBBaseline,5,RI,1098,0.00402326275234041
XGBBaseline,5,RI,1146,0.00402326275234041
XGBBaseline,5,RI,1194,0.00402326275234041
XGBBaseline,5,Stress,42,51.14554943707468
XGBBaseline,5,Stress,91,36.04727559962648
XGBBaseline,5,Stress,139,29.904136779157895
XGBBaseline,5,Stress,187,25.78925359165731
XGBBaseline,5,Stress,235,23.46644723977304
XGBBaseline,5,Stress,284,21.776725089367755
XGBBaseline,5,Stress,332,20.597096133150835
XGBBaseline,5,Stress,380,19.6505872947639
XGBBaseline,5,Stress,428,18.88065751359557
XGBBaseline,5,Stress,476,18.33385915585656
XGBBaseline,5,Stress,525,17.972722471264746
XGBBaseline,5,Stress,573,17.68717589698573
XGBBaseline,5,Stress,621,17.44067131327261
XGBBaseline,5,Stress,669,17.27309788126058
XGBBaseline,5,Stress,718,17.13111935841946
XGBBaseline,5,Stress,766,17.025857492419764
XGBBaseline,5,Stress,814,16.938379327514106
XGBBaseline,5,Stress,862,16.882168470791363
XGBBaseline,5,Stress,911,16.83501723987891
XGBBaseline,5,Stress,959,16.80427851278388
XGBBaseline,5,Stress,1007,16.770608707401617
XGBBaseline,5,Stress,1055,16.735521832355882
XGBBaseline,5,Stress,1104,16.71052491137121
XGBBaseline,5,Stress,1152,16.69306150892645
XGBBaseline,5,Stress,1200,16.67772652543284
XGBBaseline,6,Thickness,1,2166.0071131977097
XGBBaseline,6,Thickness,49,857.9738285931359
XGBBaseline,6,Thickness,97,417.56350282202084
XGBBaseline,6,Thickness,146,278.09375851858914
XGBBaseline,6,Thickness,194,225.17753637715325
XGBBaseline,6,Thickness,242,194.6002729191564
XGBBaseline,6,Thickness,290,179.248358662898
XGBBaseline,6,Thickness,339,169.73245439646556
XGBBaseline,6,Thickness,387,164.1086492272228
XGBBaseline,6,Thickness,435,160.02514272629384
XGBBaseline,6,Thickness,483,157.1188517919723
XGBBaseline,6,Thickness,532,154.8283528457593
XGBBaseline,6,Thickness,580,153.43459265836142
XGBBaseline,6,Thickness,628,152.36597288449974
XGBBaseline,6,Thickness,676,151.34860927454145
XGBBaseline,6,Thickness,725,150.70456089969323
XGBBaseline,6,Thickness,773,150.19891979485183
XGBBaseline,6,Thickness,821,149.7465550620891
XGBBaseline,6,Thickness,869,149.4987262897661
XGBBaseline,6,Thickness,917,149.2262974484665
XGBBaseline,6,Thickness,966,149.06235394141416
XGBBaseline,6,Thickness,1014,149.0163318614099
XGBBaseline,6,Thickness,1062,148.83361257607604
XGBBaseline,6,Thickness,1110,148.67227732267762
XGBBaseline,6,Thickness,1159,148.56520348815064
XGBBaseline,6,MAX,7,1930.4007746997872
XGBBaseline,6,MAX,55,776.4721802769299
XGBBaseline,6,MAX,103,403.30323313564696
XGBBaseline,6,MAX,152,275.1687567753703
XGBBaseline,6,MAX,200,221.46223156590057
XGBBaseline,6,MAX,248,197.06742034694412
XGBBaseline,6,MAX,296,183.19336899902606
XGBBaseline,6,MAX,345,173.29867248460172
XGBBaseline,6,MAX,393,167.68715202161857
XGBBaseline,6,MAX,441,163.9303156280267
XGBBaseline,6,MAX,489,160.87001537605906
XGBBaseline,6,MAX,538,158.72683725648963
XGBBaseline,6,MAX,586,157.17138154856133
XGBBaseline,6,MAX,634,156.06570633456352
XGBBaseline,6,MAX,682,155.36740352978754
XGBBaseline,6,MAX,730,154.68503386459605
XGBBaseline,6,MAX,779,154.19300134915383
XGBBaseline,6,MAX,827,153.8427216923619
XGBBaseline,6,MAX,875,153.55635909248622
XGBBaseline,6,MAX,923,153.43329463332586
XGBBaseline,6,MAX,972,153.20807516068416
XGBBaseline,6,MAX,1020,153.14763418279838
XGBBaseline,6,MAX,1068,152.88366994358714
XGBBaseline,6,MAX,1116,152.7665147760847
XGBBaseline,6,MAX,1165,152.69678738785623
XGBBaseline,6,MIN,13,1613.8964718950197
XGBBaseline,6,MIN,61,628.1677840559527
XGBBaseline,6,MIN,109,330.2130983520007
XGBBaseline,6,MIN,158,230.48337935474555
XGBBaseline,6,MIN,206,196.7645314915845
XGBBaseline,6,MIN,254,178.93487307537075
XGBBaseline,6,MIN,302,168.54132589294576
XGBBaseline,6,MIN,350,162.1583826996185
XGBBaseline,6,MIN,399,157.90131838710354
XGBBaseline,6,MIN,447,155.00950413519027
XGBBaseline,6,MIN,495,152.2483486941848
XGBBaseline,6,MIN,543,150.17994207928228
XGBBaseline,6,MIN,592,148.74537617149298
XGBBaseline,6,MIN,640,147.98291437547584
XGBBaseline,6,MIN,688,147.3350126759626
XGBBaseline,6,MIN,736,146.41204350788038
XGBBaseline,6,MIN,785,145.8159975484989
XGBBaseline,6,MIN,833,145.48351032291356
XGBBaseline,6,MIN,881,145.14762134293878
XGBBaseline,6,MIN,929,144.84940209625927
XGBBaseline,6,MIN,978,144.59892983393422
XGBBaseline,6,MIN,1026,144.41837646419967
XGBBaseline,6,MIN,1074,144.3392486858909
XGBBaseline,6,MIN,1122,144.18651006780817
XGBBaseline,6,MIN,1170,144.1156845887589
XGBBaseline,6,Deposition_Rate,19,1708.8005696765024
XGBBaseline,6,Deposition_Rate,67,649.134179584624
XGBBaseline,6,Deposition_Rate,115,324.42115164798776
XGBBaseline,6,Deposition_Rate,163,212.83310757583249
XGBBaseline,6,Deposition_Rate,212,169.21080879682583
XGBBaseline,6,Deposition_Rate,260,144.16215938608303
XGBBaseline,6,Deposition_Rate,308,126.94739501653838
XGBBaseline,6,Deposition_Rate,356,111.98616284538821
XGBBaseline,6,Deposition_Rate,405,98.93526987346324
XGBBaseline,6,Deposition_Rate,453,87.80536526882211
XGBBaseline,6,Deposition_Rate,501,77.41539665588785
XGBBaseline,6,Deposition_Rate,549,69.57809405264624
XGBBaseline,6,Deposition_Rate,598,62.64370473733395
XGBBaseline,6,Deposition_Rate,646,57.561706695739055
XGBBaseline,6,Deposition_Rate,694,51.768773489813476
XGBBaseline,6,Deposition_Rate,742,46.57752815049045
XGBBaseline,6,Deposition_Rate,790,43.1315986519901
XGBBaseline,6,Deposition_Rate,839,39.96902634758059
XGBBaseline,6,Deposition_Rate,887,37.77026215102696
XGBBaseline,6,Deposition_Rate,935,35.524617713512384
XGBBaseline,6,Deposition_Rate,983,33.79626553797641
XGBBaseline,6,Deposition_Rate,1032,32.26969749795251
XGBBaseline,6,Deposition_Rate,1080,31.27710466549402
XGBBaseline,6,Deposition_Rate,1128,30.41580753710759
XGBBaseline,6,Deposition_Rate,1176,29.73649980869725
XGBBaseline,6,Uniformity_Range,25,0.7429152009790283
XGBBaseline,6,Uniformity_Range,73,0.44187878686591225
XGBBaseline,6,Uniformity_Range,121,0.30948298356301107
XGBBaseline,6,Uniformity_Range,169,0.24152033299166087
XGBBaseline,6,Uniformity_Range,218,0.199704004764244
XGBBaseline,6,Uniformity_Range,266,0.17412377921147154
XGBBaseline,6,Uniformity_Range,314,0.15383483369827275
XGBBaseline,6,Uniformity_Range,362,0.14019194721005043
XGBBaseline,6,Uniformity_Range,411,0.1287153578894802
XGBBaseline,6,Uniformity_Range,459,0.11908213300492483
XGBBaseline,6,Uniformity_Range,507,0.11222155166994942
XGBBaseline,6,Uniformity_Range,555,0.10633169938412765
XGBBaseline,6,Uniformity_Range,603,0.1017809397635144
XGBBaseline,6,Uniformity_Range,652,0.09795604182897653
XGBBaseline,6,Uniformity_Range,700,0.09443587441156821
XGBBaseline,6,Uniformity_Range,748,0.09187381798098808
XGBBaseline,6,Uniformity_Range,796,0.08950646865884847
XGBBaseline,6,Uniformity_Range,845,0.08728960097189219
XGBBaseline,6,Uniformity_Range,893,0.08583907040181349
XGBBaseline,6,Uniformity_Range,941,0.08421356629707777
XGBBaseline,6,Uniformity_Range,989,0.0829884950366429
XGBBaseline,6,Uniformity_Range,1038,0.08190316894714207
XGBBaseline,6,Uniformity_Range,1086,0.08098202543748913
XGBBaseline,6,Uniformity_Range,1134,0.080173073703954
XGBBaseline,6,Uniformity_Range,1182,0.07943564561147283
XGBBaseline,6,Uniformity_1sigma,31,0.40754746628879807
XGBBaseline,6,Uniformity_1sigma,79,0.2549729035535731
XGBBaseline,6,Uniformity_1sigma,127,0.19100981263204234
XGBBaseline,6,Uniformity_1sigma,175,0.15239813018113785
XGBBaseline,6,Uniformity_1sigma,223,0.13010724771855806
XGBBaseline,6,Uniformity_1sigma,272,0.11303344119413092
XGBBaseline,6,Uniformity_1sigma,320,0.10067738604450004
XGBBaseline,6,Uniformity_1sigma,368,0.09188806513400401
XGBBaseline,6,Uniformity_1sigma,416,0.08514711401757484
XGBBaseline,6,Uniformity_1sigma,465,0.07983203471731701
XGBBaseline,6,Uniformity_1sigma,513,0.07539253490863441
XGBBaseline,6,Uniformity_1sigma,561,0.07188429305815777
XGBBaseline,6,Uniformity_1sigma,609,0.06892767036237395
XGBBaseline,6,Uniformity_1sigma,658,0.06641530050397858
XGBBaseline,6,Uniformity_1sigma,706,0.06385761647460571
XGBBaseline,6,Uniformity_1sigma,754,0.06217564477726897
XGBBaseline,6,Uniformity_1sigma,802,0.06074256455367726
XGBBaseline,6,Uniformity_1sigma,851,0.05957870158513621
XGBBaseline,6,Uniformity_1sigma,899,0.05850216935642836
XGBBaseline,6,Uniformity_1sigma,947,0.05755547214517735
XGBBaseline,6,Uniformity_1sigma,995,0.05669125783299084
XGBBaseline,6,Uniformity_1sigma,1043,0.05600424347596109
XGBBaseline,6,Uniformity_1sigma,1092,0.055410735103379
XGBBaseline,6,Uniformity_1sigma,1140,0.05489636482001103
XGBBaseline,6,Uniformity_1sigma,1188,0.05442093949410049
XGBBaseline,6,RI,36,0.00445562501733569
XGBBaseline,6,RI,85,0.00401032841149891
XGBBaseline,6,RI,133,0.00386552596916155
XGBBaseline,6,RI,181,0.00381370928927574
XGBBaseline,6,RI,229,0.00377741465513453
XGBBaseline,6,RI,278,0.00375252845329134
XGBBaseline,6,RI,326,0.00373163838542852
XGBBaseline,6,RI,374,0.00371770743415807
XGBBaseline,6,RI,422,0.00371394646748203
XGBBaseline,6,RI,471,0.00370016167745378
XGBBaseline,6,RI,519,0.0036957136042996
XGBBaseline,6,RI,567,0.00368421286679202
XGBBaseline,6,RI,615,0.00368421286679202
XGBBaseline,6,RI,663,0.0036761437772835
XGBBaseline,6,RI,712,0.00367514358869817
XGBBaseline,6,RI,760,0.00367165877382796
XGBBaseline,6,RI,808,0.00366627759603357
XGBBaseline,6,RI,856,0.00366051118773618
XGBBaseline,6,RI,905,0.00366051118773618
XGBBaseline,6,RI,953,0.00366051118773618
XGBBaseline,6,RI,1001,0.00365831579684523
XGBBaseline,6,RI,1049,0.00364742834342781
XGBBaseline,6,RI,1098,0.00364637174780722
XGBBaseline,6,RI,1146,0.00363301287038864
XGBBaseline,6,RI,1194,0.00363104435978377
XGBBaseline,6,Stress,42,52.03534784199525
XGBBaseline,6,Stress,91,36.070466359453164
XGBBaseline,6,Stress,139,29.584199844270703
XGBBaseline,6,Stress,187,25.82324390088254
XGBBaseline,6,Stress,235,23.551141100258924
XGBBaseline,6,Stress,284,21.58421693567206
XGBBaseline,6,Stress,332,20.211453746365997
XGBBaseline,6,Stress,380,18.998864998006066
XGBBaseline,6,Stress,428,17.94034571780195
XGBBaseline,6,Stress,476,17.099684306569046
XGBBaseline,6,Stress,525,16.429404986615676
XGBBaseline,6,Stress,573,15.95366642985285
XGBBaseline,6,Stress,621,15.513966235780972
XGBBaseline,6,Stress,669,15.18375236600843
XGBBaseline,6,Stress,718,14.891136722481589
XGBBaseline,6,Stress,766,14.697283148081263
XGBBaseline,6,Stress,814,14.514461605358195
XGBBaseline,6,Stress,862,14.360918029758238
XGBBaseline,6,Stress,911,14.233261674702469
XGBBaseline,6,Stress,959,14.137699197393307
XGBBaseline,6,Stress,1007,14.065173435561107
XGBBaseline,6,Stress,1055,13.997290125222627
XGBBaseline,6,Stress,1104,13.93763227090223
XGBBaseline,6,Stress,1152,13.890725386105942
XGBBaseline,6,Stress,1200,13.854359927105927
XGBBaseline,7,Thickness,1,1857.5475793996789
XGBBaseline,7,Thickness,49,773.9135934296512
XGBBaseline,7,Thickness,97,434.190715254224
XGBBaseline,7,Thickness,146,290.156622156423
XGBBaseline,7,Thickness,194,214.37784627159778
XGBBaseline,7,Thickness,242,173.23447283356364
XGBBaseline,7,Thickness,290,142.20623705199287
XGBBaseline,7,Thickness,339,119.78474806486695
XGBBaseline,7,Thickness,387,102.66307442379507
XGBBaseline,7,Thickness,435,90.5141743236666
XGBBaseline,7,Thickness,483,79.93038374770501
XGBBaseline,7,Thickness,532,71.00457405477849
XGBBaseline,7,Thickness,580,63.427605336970935
XGBBaseline,7,Thickness,628,57.93340652349667
XGBBaseline,7,Thickness,676,53.27112985966605
XGBBaseline,7,Thickness,725,49.127213904263066
XGBBaseline,7,Thickness,773,46.191826248911674
XGBBaseline,7,Thickness,821,43.370427226721006
XGBBaseline,7,Thickness,869,41.42903452116683
XGBBaseline,7,Thickness,917,39.45195717466252
XGBBaseline,7,Thickness,966,37.809357458869016
XGBBaseline,7,Thickness,1014,36.5751480107062
XGBBaseline,7,Thickness,1062,35.50169445692434
XGBBaseline,7,Thickness,1110,34.52387199190568
XGBBaseline,7,Thickness,1159,33.70746931349704
XGBBaseline,7,MAX,7,1679.1407773406236
XGBBaseline,7,MAX,55,686.7953685919933
XGBBaseline,7,MAX,103,379.9643257760981
XGBBaseline,7,MAX,152,261.1667114861697
XGBBaseline,7,MAX,200,204.64122480799946
XGBBaseline,7,MAX,248,167.26008307555375
XGBBaseline,7,MAX,296,141.43223733126757
XGBBaseline,7,MAX,345,119.99880635822187
XGBBaseline,7,MAX,393,103.9144826240462
XGBBaseline,7,MAX,441,89.52319675964868
XGBBaseline,7,MAX,489,78.71684181355819
XGBBaseline,7,MAX,538,69.374335082742
XGBBaseline,7,MAX,586,62.74485959438693
XGBBaseline,7,MAX,634,57.461479460804725
XGBBaseline,7,MAX,682,53.75635257725345
XGBBaseline,7,MAX,730,50.22979067443839
XGBBaseline,7,MAX,779,47.103012420517835
XGBBaseline,7,MAX,827,44.463207853550685
XGBBaseline,7,MAX,875,42.44750558069335
XGBBaseline,7,MAX,923,40.82065964953548
XGBBaseline,7,MAX,972,39.38398769256494
XGBBaseline,7,MAX,1020,38.19433878452855
XGBBaseline,7,MAX,1068,37.16328884430817
XGBBaseline,7,MAX,1116,36.29529417838752
XGBBaseline,7,MAX,1165,35.616315964979336
XGBBaseline,7,MIN,13,1369.709027515097
XGBBaseline,7,MIN,61,612.332259966629
XGBBaseline,7,MIN,109,354.0420067123015
XGBBaseline,7,MIN,158,245.10009213042704
XGBBaseline,7,MIN,206,192.65841827701078
XGBBaseline,7,MIN,254,158.1427432506923
XGBBaseline,7,MIN,302,132.83670559296934
XGBBaseline,7,MIN,350,112.12493121971993
XGBBaseline,7,MIN,399,95.71328428779405
XGBBaseline,7,MIN,447,81.4517376556075
XGBBaseline,7,MIN,495,72.0636094229701
XGBBaseline,7,MIN,543,63.957908331732995
XGBBaseline,7,MIN,592,57.0710613490826
XGBBaseline,7,MIN,640,51.95134895594434
XGBBaseline,7,MIN,688,47.701041631282486
XGBBaseline,7,MIN,736,44.309192170304016
XGBBaseline,7,MIN,785,41.662364002956394
XGBBaseline,7,MIN,833,39.041019088160766
XGBBaseline,7,MIN,881,36.81305836226996
XGBBaseline,7,MIN,929,34.87007343728855
XGBBaseline,7,MIN,978,33.34445213299685
XGBBaseline,7,MIN,1026,32.13065887342298
XGBBaseline,7,MIN,1074,31.11000308147104
XGBBaseline,7,MIN,1122,30.17903491684388
XGBBaseline,7,MIN,1170,29.489374464009643
XGBBaseline,7,Deposition_Rate,19,1845.601358707278
XGBBaseline,7,Deposition_Rate,67,696.8200795577409
XGBBaseline,7,Deposition_Rate,115,348.57069949639134
XGBBaseline,7,Deposition_Rate,163,238.29805371973106
XGBBaseline,7,Deposition_Rate,212,189.38813928779857
XGBBaseline,7,Deposition_Rate,260,162.88390177575639
XGBBaseline,7,Deposition_Rate,308,139.53108558633193
XGBBaseline,7,Deposition_Rate,356,123.79918942550637
XGBBaseline,7,Deposition_Rate,405,108.67366187021652
XGBBaseline,7,Deposition_Rate,453,100.10252272739334
XGBBaseline,7,Deposition_Rate,501,92.14017273336135
XGBBaseline,7,Deposition_Rate,549,86.92972337832455
XGBBaseline,7,Deposition_Rate,598,82.11914167793137
XGBBaseline,7,Deposition_Rate,646,78.15788189770602
XGBBaseline,7,Deposition_Rate,694,75.10965444346465
XGBBaseline,7,Deposition_Rate,742,72.53461651381889
XGBBaseline,7,Deposition_Rate,790,70.56049853294128
XGBBaseline,7,Deposition_Rate,839,68.8246038366734
XGBBaseline,7,Deposition_Rate,887,67.52399297114475
XGBBaseline,7,Deposition_Rate,935,66.21769367738035
XGBBaseline,7,Deposition_Rate,983,65.18619708326777
XGBBaseline,7,Deposition_Rate,1032,64.35352747497603
XGBBaseline,7,Deposition_Rate,1080,63.71434189357005
XGBBaseline,7,Deposition_Rate,1128,63.120410141421075
XGBBaseline,7,Deposition_Rate,1176,62.63185795554221
XGBBaseline,7,Uniformity_Range,25,0.8531885176279136
XGBBaseline,7,Uniformity_Range,73,0.4684938156294264
XGBBaseline,7,Uniformity_Range,121,0.326930373146712
XGBBaseline,7,Uniformity_Range,169,0.2636907151153656
XGBBaseline,7,Uniformity_Range,218,0.22511191078744508
XGBBaseline,7,Uniformity_Range,266,0.19864004407591168
XGBBaseline,7,Uniformity_Range,314,0.18009244027884752
XGBBaseline,7,Uniformity_Range,362,0.16449307360260043
XGBBaseline,7,Uniformity_Range,411,0.1503520014525654
XGBBaseline,7,Uniformity_Range,459,0.13840494292559455
XGBBaseline,7,Uniformity_Range,507,0.1279402240520341
XGBBaseline,7,Uniformity_Range,555,0.11880721551751788
XGBBaseline,7,Uniformity_Range,603,0.1115165971791416
XGBBaseline,7,Uniformity_Range,652,0.10484612963880277
XGBBaseline,7,Uniformity_Range,700,0.09875493192813306
XGBBaseline,7,Uniformity_Range,748,0.09359600648779327
XGBBaseline,7,Uniformity_Range,796,0.08939138590594778
XGBBaseline,7,Uniformity_Range,845,0.08530892353653598
XGBBaseline,7,Uniformity_Range,893,0.0819396167437262
XGBBaseline,7,Uniformity_Range,941,0.07882870795239143
XGBBaseline,7,Uniformity_Range,989,0.07556131345167869
XGBBaseline,7,Uniformity_Range,1038,0.07311726619817262
XGBBaseline,7,Uniformity_Range,1086,0.07095940063381947
XGBBaseline,7,Uniformity_Range,1134,0.06897569433929462
XGBBaseline,7,Uniformity_Range,1182,0.06725457942223287
XGBBaseline,7,Uniformity_1sigma,31,0.4439920297203175
XGBBaseline,7,Uniformity_1sigma,79,0.25803349585512697
XGBBaseline,7,Uniformity_1sigma,127,0.190263801034148
XGBBaseline,7,Uniformity_1sigma,175,0.15547807421422524
XGBBaseline,7,Uniformity_1sigma,223,0.13382669421361082
XGBBaseline,7,Uniformity_1sigma,272,0.11889798230271069
XGBBaseline,7,Uniformity_1sigma,320,0.10822364713165504
XGBBaseline,7,Uniformity_1sigma,368,0.10007024475500581
XGBBaseline,7,Uniformity_1sigma,416,0.09149358469589777
XGBBaseline,7,Uniformity_1sigma,465,0.08562299700586049
XGBBaseline,7,Uniformity_1sigma,513,0.07948911203659166
XGBBaseline,7,Uniformity_1sigma,561,0.07396346730376431
XGBBaseline,7,Uniformity_1sigma,609,0.06984349337069415
XGBBaseline,7,Uniformity_1sigma,658,0.0660393608436222
XGBBaseline,7,Uniformity_1sigma,706,0.06261189588422576
XGBBaseline,7,Uniformity_1sigma,754,0.05978884594838636
XGBBaseline,7,Uniformity_1sigma,802,0.05674485051482429
XGBBaseline,7,Uniformity_1sigma,851,0.05420460177018901
XGBBaseline,7,Uniformity_1sigma,899,0.05183079337604723
XGBBaseline,7,Uniformity_1sigma,947,0.04988032812522322
XGBBaseline,7,Uniformity_1sigma,995,0.04795608067039064
XGBBaseline,7,Uniformity_1sigma,1043,0.04629195109533597
XGBBaseline,7,Uniformity_1sigma,1092,0.04460593890595831
XGBBaseline,7,Uniformity_1sigma,1140,0.04313394001503009
XGBBaseline,7,Uniformity_1sigma,1188,0.04184989534228127
XGBBaseline,7,RI,36,0.00482670747339236
XGBBaseline,7,RI,85,0.00452004911704633
XGBBaseline,7,RI,133,0.00440327558241884
XGBBaseline,7,RI,181,0.00434396729536419
XGBBaseline,7,RI,229,0.00432267104690728
XGBBaseline,7,RI,278,0.00431234476711854
XGBBaseline,7,RI,326,0.00430183482899009
XGBBaseline,7,RI,374,0.00429458097387108
XGBBaseline,7,RI,422,0.00429011601014063
XGBBaseline,7,RI,471,0.00428198734510303
XGBBaseline,7,RI,519,0.00428198734510303
XGBBaseline,7,RI,567,0.00428006920882874
XGBBaseline,7,RI,615,0.00428006920882874
XGBBaseline,7,RI,663,0.00427440263681702
XGBBaseline,7,RI,712,0.00427440263681702
XGBBaseline,7,RI,760,0.00427440263681702
XGBBaseline,7,RI,808,0.00427230814674659
XGBBaseline,7,RI,856,0.00426915201073063
XGBBaseline,7,RI,905,0.00426915201073063
XGBBaseline,7,RI,953,0.00426915201073063
XGBBaseline,7,RI,1001,0.00426915201073063
XGBBaseline,7,RI,1049,0.00426030506559738
XGBBaseline,7,RI,1098,0.00426030506559738
XGBBaseline,7,RI,1146,0.0042588645988156
XGBBaseline,7,RI,1194,0.0042588645988156
XGBBaseline,7,Stress,42,52.3614423738442
XGBBaseline,7,Stress,91,37.65107744044854
XGBBaseline,7,Stress,139,30.085734505004712
XGBBaseline,7,Stress,187,25.32929653947951
XGBBaseline,7,Stress,235,22.204451694917736
XGBBaseline,7,Stress,284,19.818504046375953
XGBBaseline,7,Stress,332,17.904754968822427
XGBBaseline,7,Stress,380,16.28891981538304
XGBBaseline,7,Stress,428,14.816046419896152
XGBBaseline,7,Stress,476,13.540325399963429
XGBBaseline,7,Stress,525,12.57311255642677
XGBBaseline,7,Stress,573,11.660348533361962
XGBBaseline,7,Stress,621,10.917010277254114
XGBBaseline,7,Stress,669,10.357575287413756
XGBBaseline,7,Stress,718,9.676056596875247
XGBBaseline,7,Stress,766,9.16104085960458
XGBBaseline,7,Stress,814,8.674002429768525
XGBBaseline,7,Stress,862,8.25005121413481
XGBBaseline,7,Stress,911,7.83856642218764
XGBBaseline,7,Stress,959,7.497829725870797
XGBBaseline,7,Stress,1007,7.136846208784748
