method,run,target,iteration,train_rmse
XGBBaseline,7,Stress,1055,6.842619186650095
XGBBaseline,7,Stress,1104,6.539754051457814
XGBBaseline,7,Stress,1152,6.28276986395844
XGBBaseline,7,Stress,1200,6.0929437001127305
XGBBaseline,8,Thickness,1,2053.9657366859456
XGBBaseline,8,Thickness,49,775.0800245087013
XGBBaseline,8,Thickness,97,437.84431717405766
XGBBaseline,8,Thickness,146,307.895877287509
XGBBaseline,8,Thickness,194,248.82364113719638
XGBBaseline,8,Thickness,242,220.62892883251618
XGBBaseline,8,Thickness,290,203.57462300345
XGBBaseline,8,Thickness,339,191.88703166798282
XGBBaseline,8,Thickness,387,183.53854119585122
XGBBaseline,8,Thickness,435,177.45360885692537
XGBBaseline,8,Thickness,483,172.89132287770244
XGBBaseline,8,Thickness,532,169.49000997042796
XGBBaseline,8,Thickness,580,167.08168137211487
XGBBaseline,8,Thickness,628,165.0892936485748
XGBBaseline,8,Thickness,676,163.87163865265973
XGBBaseline,8,Thickness,725,162.78076466415305
XGBBaseline,8,Thickness,773,162.02934715746923
XGBBaseline,8,Thickness,821,161.4555018784771
XGBBaseline,8,Thickness,869,160.9613028995346
XGBBaseline,8,Thickness,917,160.50215620447636
XGBBaseline,8,Thickness,966,160.2555605843676
XGBBaseline,8,Thickness,1014,159.9986593873857
XGBBaseline,8,Thickness,1062,159.84684943222842
XGBBaseline,8,Thickness,1110,159.7346184269705
XGBBaseline,8,Thickness,1159,159.6635518545253
XGBBaseline,8,MAX,7,1893.7604869027214
XGBBaseline,8,MAX,55,826.5508780488109
XGBBaseline,8,MAX,103,550.3053635143494
XGBBaseline,8,MAX,152,456.2138790755977
XGBBaseline,8,MAX,200,420.58738242096797
XGBBaseline,8,MAX,248,402.03987212385175
XGBBaseline,8,MAX,296,392.07607018193244
XGBBaseline,8,MAX,345,385.46637939576027
XGBBaseline,8,MAX,393,380.5200019883662
XGBBaseline,8,MAX,441,376.15388384243187
XGBBaseline,8,MAX,489,372.80331110557455
XGBBaseline,8,MAX,538,370.85048804850777
XGBBaseline,8,MAX,586,369.0585905858431
XGBBaseline,8,MAX,634,367.7608544585243
XGBBaseline,8,MAX,682,366.36014134008394
XGBBaseline,8,MAX,730,364.95890354931134
XGBBaseline,8,MAX,779,364.36969156429905
XGBBaseline,8,MAX,827,363.0171293596557
XGBBaseline,8,MAX,875,363.1246555628972
XGBBaseline,8,MAX,923,362.09754866474907
XGBBaseline,8,MAX,972,361.63975519824515
XGBBaseline,8,MAX,1020,361.21212005060227
XGBBaseline,8,MAX,1068,361.0131298760616
XGBBaseline,8,MAX,1116,360.8890330991833
XGBBaseline,8,MAX,1165,360.6148453895368
XGBBaseline,8,MIN,13,1527.4268983946552
XGBBaseline,8,MIN,61,664.2015534823848
XGBBaseline,8,MIN,109,415.0379103892483
XGBBaseline,8,MIN,158,298.66828216110054
XGBBaseline,8,MIN,206,245.8086332604652
XGBBaseline,8,MIN,254,219.50985003738273
XGBBaseline,8,MIN,302,201.8517749295655
XGBBaseline,8,MIN,350,190.60491746023857
XGBBaseline,8,MIN,399,180.7923205312844
XGBBaseline,8,MIN,447,174.21455508021862
XGBBaseline,8,MIN,495,169.02896681834727
XGBBaseline,8,MIN,543,165.74031223212071
XGBBaseline,8,MIN,592,163.25803947441491
XGBBaseline,8,MIN,640,161.1297020472269
XGBBaseline,8,MIN,688,159.8053473502091
XGBBaseline,8,MIN,736,158.52946454310424
XGBBaseline,8,MIN,785,157.79627344860097
XGBBaseline,8,MIN,833,156.85325065112013
XGBBaseline,8,MIN,881,156.2893943375097
XGBBaseline,8,MIN,929,155.9053048754647
XGBBaseline,8,MIN,978,155.48863915293416
XGBBaseline,8,MIN,1026,155.3925041309967
XGBBaseline,8,MIN,1074,155.0298975685588
XGBBaseline,8,MIN,1122,154.88551632166786
XGBBaseline,8,MIN,1170,154.8332060950797
XGBBaseline,8,Deposition_Rate,19,1849.7153384045066
XGBBaseline,8,Deposition_Rate,67,720.4601024339532
XGBBaseline,8,Deposition_Rate,115,367.27263434896446
XGBBaseline,8,Deposition_Rate,163,268.74950452084954
XGBBaseline,8,Deposition_Rate,212,226.63295785186497
XGBBaseline,8,Deposition_Rate,260,197.64914054807485
XGBBaseline,8,Deposition_Rate,308,177.06376669924947
XGBBaseline,8,Deposition_Rate,356,156.81372388634486
XGBBaseline,8,Deposition_Rate,405,137.51511523397812
XGBBaseline,8,Deposition_Rate,453,122.2497375216637
XGBBaseline,8,Deposition_Rate,501,110.6163542530722
XGBBaseline,8,Deposition_Rate,549,100.76092174860678
XGBBaseline,8,Deposition_Rate,598,93.24078287385119
XGBBaseline,8,Deposition_Rate,646,87.18403875039289
XGBBaseline,8,Deposition_Rate,694,81.86023116404051
XGBBaseline,8,Deposition_Rate,742,77.48829541730572
XGBBaseline,8,Deposition_Rate,790,74.11449445849838
XGBBaseline,8,Deposition_Rate,839,71.64216658085361
XGBBaseline,8,Deposition_Rate,887,69.41639066891274
XGBBaseline,8,Deposition_Rate,935,67.87020930941185
XGBBaseline,8,Deposition_Rate,983,66.63301689358381
XGBBaseline,8,Deposition_Rate,1032,65.69527215971658
XGBBaseline,8,Deposition_Rate,1080,64.97523543359902
XGBBaseline,8,Deposition_Rate,1128,64.4102792524902
XGBBaseline,8,Deposition_Rate,1176,63.990689337041566
XGBBaseline,8,Uniformity_Range,25,0.6435577310336417
XGBBaseline,8,Uniformity_Range,73,0.46061992333341906
XGBBaseline,8,Uniformity_Range,121,0.37848834895808037
XGBBaseline,8,Uniformity_Range,169,0.31148009166281515
XGBBaseline,8,Uniformity_Range,218,0.2601442477830967
XGBBaseline,8,Uniformity_Range,266,0.2220124453887174
XGBBaseline,8,Uniformity_Range,314,0.19782374793508506
XGBBaseline,8,Uniformity_Range,362,0.17835770772451615
XGBBaseline,8,Uniformity_Range,411,0.16326183542693107
XGBBaseline,8,Uniformity_Range,459,0.15204220187296733
XGBBaseline,8,Uniformity_Range,507,0.14384763618461568
XGBBaseline,8,Uniformity_Range,555,0.13680473299947354
XGBBaseline,8,Uniformity_Range,603,0.13150109709525712
XGBBaseline,8,Uniformity_Range,652,0.12703832068053272
XGBBaseline,8,Uniformity_Range,700,0.12368379114788446
XGBBaseline,8,Uniformity_Range,748,0.12093673414458016
XGBBaseline,8,Uniformity_Range,796,0.11893172785118328
XGBBaseline,8,Uniformity_Range,845,0.11718202972248838
XGBBaseline,8,Uniformity_Range,893,0.11581902392146241
XGBBaseline,8,Uniformity_Range,941,0.11460867187142268
XGBBaseline,8,Uniformity_Range,989,0.11357412675767131
XGBBaseline,8,Uniformity_Range,1038,0.11285680046299994
XGBBaseline,8,Uniformity_Range,1086,0.11222608098489996
XGBBaseline,8,Uniformity_Range,1134,0.11166260238343739
XGBBaseline,8,Uniformity_Range,1182,0.11113816760697327
XGBBaseline,8,Uniformity_1sigma,31,0.3360681796268989
XGBBaseline,8,Uniformity_1sigma,79,0.25299206759046694
XGBBaseline,8,Uniformity_1sigma,127,0.20943504437540253
XGBBaseline,8,Uniformity_1sigma,175,0.17705666745619897
XGBBaseline,8,Uniformity_1sigma,223,0.15287968090351617
XGBBaseline,8,Uniformity_1sigma,272,0.13488940327954307
XGBBaseline,8,Uniformity_1sigma,320,0.1216127989607411
XGBBaseline,8,Uniformity_1sigma,368,0.11208154747930082
XGBBaseline,8,Uniformity_1sigma,416,0.10459920035829824
XGBBaseline,8,Uniformity_1sigma,465,0.09884761821283164
XGBBaseline,8,Uniformity_1sigma,513,0.09450570144994852
XGBBaseline,8,Uniformity_1sigma,561,0.09101126659127255
XGBBaseline,8,Uniformity_1sigma,609,0.0879640460704823
XGBBaseline,8,Uniformity_1sigma,658,0.08565808113779251
XGBBaseline,8,Uniformity_1sigma,706,0.08376341655383894
XGBBaseline,8,Uniformity_1sigma,754,0.0819612912469336
XGBBaseline,8,Uniformity_1sigma,802,0.0807308175538793
XGBBaseline,8,Uniformity_1sigma,851,0.0797859985831428
XGBBaseline,8,Uniformity_1sigma,899,0.07895720366223631
XGBBaseline,8,Uniformity_1sigma,947,0.07813792076514575
XGBBaseline,8,Uniformity_1sigma,995,0.07746363595461406
XGBBaseline,8,Uniformity_1sigma,1043,0.0768524039936784
XGBBaseline,8,Uniformity_1sigma,1092,0.07641519442654743
XGBBaseline,8,Uniformity_1sigma,1140,0.0760119159453354
XGBBaseline,8,Uniformity_1sigma,1188,0.07566439887624864
XGBBaseline,8,RI,36,0.00388478970495299
XGBBaseline,8,RI,85,0.0036812533463773
XGBBaseline,8,RI,133,0.00361341969927655
XGBBaseline,8,RI,181,0.0035864603036344
XGBBaseline,8,RI,229,0.00355357487960057
XGBBaseline,8,RI,278,0.00353740420272671
XGBBaseline,8,RI,326,0.00351960120769087
XGBBaseline,8,RI,374,0.00349997285323505
XGBBaseline,8,RI,422,0.00348343876079904
XGBBaseline,8,RI,471,0.00347974436939316
XGBBaseline,8,RI,519,0.00347516012205692
XGBBaseline,8,RI,567,0.00346959469837311
XGBBaseline,8,RI,615,0.00345947488833401
XGBBaseline,8,RI,663,0.00345633892836125
XGBBaseline,8,RI,712,0.00345633892836125
XGBBaseline,8,RI,760,0.00345111020079964
XGBBaseline,8,RI,808,0.00345111020079964
XGBBaseline,8,RI,856,0.00344880192047359
XGBBaseline,8,RI,905,0.00344880192047359
XGBBaseline,8,RI,953,0.00344880192047359
XGBBaseline,8,RI,1001,0.00344556312849096
XGBBaseline,8,RI,1049,0.00344556312849096
XGBBaseline,8,RI,1098,0.00344556312849096
XGBBaseline,8,RI,1146,0.00344104446315028
XGBBaseline,8,RI,1194,0.00344104446315028
XGBBaseline,8,Stress,42,39.81267339007777
XGBBaseline,8,Stress,91,26.938309163479293
XGBBaseline,8,Stress,139,22.10236541171658
XGBBaseline,8,Stress,187,20.078724630453124
XGBBaseline,8,Stress,235,19.028526887686358
XGBBaseline,8,Stress,284,18.374192216517923
XGBBaseline,8,Stress,332,18.01194309272253
XGBBaseline,8,Stress,380,17.782605457885825
XGBBaseline,8,Stress,428,17.610304705317994
XGBBaseline,8,Stress,476,17.479871513228936
XGBBaseline,8,Stress,525,17.40814314997367
XGBBaseline,8,Stress,573,17.328625447832366
XGBBaseline,8,Stress,621,17.28422524877767
XGBBaseline,8,Stress,669,17.249238001325516
XGBBaseline,8,Stress,718,17.208425253746647
XGBBaseline,8,Stress,766,17.186208069147803
XGBBaseline,8,Stress,814,17.166450534693322
XGBBaseline,8,Stress,862,17.15650747015229
XGBBaseline,8,Stress,911,17.145196725896685
XGBBaseline,8,Stress,959,17.139746577425345
XGBBaseline,8,Stress,1007,17.130310710034003
XGBBaseline,8,Stress,1055,17.11430681787217
XGBBaseline,8,Stress,1104,17.1127119803195
XGBBaseline,8,Stress,1152,17.103754125839128
XGBBaseline,8,Stress,1200,17.099985180927003
XGBBaseline,9,Thickness,1,2118.6521602933076
XGBBaseline,9,Thickness,49,804.6919398172356
XGBBaseline,9,Thickness,97,397.3334613251033
XGBBaseline,9,Thickness,146,250.3335231193678
XGBBaseline,9,Thickness,194,199.02007095560268
XGBBaseline,9,Thickness,242,181.40047446614452
XGBBaseline,9,Thickness,290,173.14933855943627
XGBBaseline,9,Thickness,339,168.55429445396604
XGBBaseline,9,Thickness,387,165.6634278304156
XGBBaseline,9,Thickness,435,163.90352635591847
XGBBaseline,9,Thickness,483,162.68998437149497
XGBBaseline,9,Thickness,532,161.85427542014435
XGBBaseline,9,Thickness,580,160.93551189079145
XGBBaseline,9,Thickness,628,160.36917687725676
XGBBaseline,9,Thickness,676,159.95272779874216
XGBBaseline,9,Thickness,725,159.6423009548145
XGBBaseline,9,Thickness,773,159.50022382848024
XGBBaseline,9,Thickness,821,159.31213128839752
XGBBaseline,9,Thickness,869,159.02787244288254
XGBBaseline,9,Thickness,917,158.88418327755429
XGBBaseline,9,Thickness,966,158.76349622104198
XGBBaseline,9,Thickness,1014,158.68882836666538
XGBBaseline,9,Thickness,1062,158.63320162196686
XGBBaseline,9,Thickness,1110,158.73832121984273
XGBBaseline,9,Thickness,1159,158.5208509372452
XGBBaseline,9,MAX,7,1888.2296647313735
XGBBaseline,9,MAX,55,733.5307078954513
XGBBaseline,9,MAX,103,369.33604053449477
XGBBaseline,9,MAX,152,243.8362038350714
XGBBaseline,9,MAX,200,198.93779767469883
XGBBaseline,9,MAX,248,182.6873651795048
XGBBaseline,9,MAX,296,175.7052208632653
XGBBaseline,9,MAX,345,171.61991669028822
XGBBaseline,9,MAX,393,169.15170756165926
XGBBaseline,9,MAX,441,167.75868538693058
XGBBaseline,9,MAX,489,166.5214752331563
XGBBaseline,9,MAX,538,165.69512516587642
XGBBaseline,9,MAX,586,165.04807588573888
XGBBaseline,9,MAX,634,164.66424435528273
XGBBaseline,9,MAX,682,164.64191724212483
XGBBaseline,9,MAX,730,164.11929166171717
XGBBaseline,9,MAX,779,163.79956511177787
XGBBaseline,9,MAX,827,163.56597212072958
XGBBaseline,9,MAX,875,163.3790492043266
XGBBaseline,9,MAX,923,163.32255292670786
XGBBaseline,9,MAX,972,163.16155557148377
XGBBaseline,9,MAX,1020,163.17717382350912
XGBBaseline,9,MAX,1068,162.97864348156727
XGBBaseline,9,MAX,1116,162.91452979820207
XGBBaseline,9,MAX,1165,162.91493628447986
XGBBaseline,9,MIN,13,1567.9923320181047
XGBBaseline,9,MIN,61,640.5897704046941
XGBBaseline,9,MIN,109,341.1672589766794
XGBBaseline,9,MIN,158,228.48326633205326
XGBBaseline,9,MIN,206,187.84427259511835
XGBBaseline,9,MIN,254,173.63227827584262
XGBBaseline,9,MIN,302,167.89890511308832
XGBBaseline,9,MIN,350,164.0174910353888
XGBBaseline,9,MIN,399,161.18014691745555
XGBBaseline,9,MIN,447,159.42610623422337
XGBBaseline,9,MIN,495,158.0330371867369
XGBBaseline,9,MIN,543,157.17137431264916
XGBBaseline,9,MIN,592,156.4674633373252
XGBBaseline,9,MIN,640,155.8140040353343
XGBBaseline,9,MIN,688,155.27125325022175
XGBBaseline,9,MIN,736,154.9679046203297
XGBBaseline,9,MIN,785,154.86769283028264
XGBBaseline,9,MIN,833,154.53774212107115
XGBBaseline,9,MIN,881,154.4050327253453
XGBBaseline,9,MIN,929,154.22680265020884
XGBBaseline,9,MIN,978,154.10006365043517
XGBBaseline,9,MIN,1026,154.02737481334196
XGBBaseline,9,MIN,1074,153.98305283539605
XGBBaseline,9,MIN,1122,153.86552994645865
XGBBaseline,9,MIN,1170,154.057636362184
XGBBaseline,9,Deposition_Rate,19,1852.3760408918808
XGBBaseline,9,Deposition_Rate,67,670.0032997399713
XGBBaseline,9,Deposition_Rate,115,293.415529513293
XGBBaseline,9,Deposition_Rate,163,178.27174642480395
XGBBaseline,9,Deposition_Rate,212,136.15831721478648
XGBBaseline,9,Deposition_Rate,260,115.32717270968983
XGBBaseline,9,Deposition_Rate,308,99.71083147354081
XGBBaseline,9,Deposition_Rate,356,87.68728943637709
XGBBaseline,9,Deposition_Rate,405,78.99378470561595
XGBBaseline,9,Deposition_Rate,453,72.326747625422
XGBBaseline,9,Deposition_Rate,501,66.75842641004924
XGBBaseline,9,Deposition_Rate,549,61.646916856582095
XGBBaseline,9,Deposition_Rate,598,57.50465614732185
XGBBaseline,9,Deposition_Rate,646,53.922010810540634
XGBBaseline,9,Deposition_Rate,694,50.85889055999937
XGBBaseline,9,Deposition_Rate,742,48.83956364681991
XGBBaseline,9,Deposition_Rate,790,46.57649819743706
XGBBaseline,9,Deposition_Rate,839,44.94186163140645
XGBBaseline,9,Deposition_Rate,887,43.46754303512227
XGBBaseline,9,Deposition_Rate,935,41.92134357152701
XGBBaseline,9,Deposition_Rate,983,40.97534841424403
XGBBaseline,9,Deposition_Rate,1032,40.00773234253191
XGBBaseline,9,Deposition_Rate,1080,39.27155923008597
XGBBaseline,9,Deposition_Rate,1128,38.579491293729475
XGBBaseline,9,Deposition_Rate,1176,37.90101029853467
XGBBaseline,9,Uniformity_Range,25,0.8243124356644983
XGBBaseline,9,Uniformity_Range,73,0.4437775744916082
XGBBaseline,9,Uniformity_Range,121,0.3098089866836486
XGBBaseline,9,Uniformity_Range,169,0.24673110590975403
XGBBaseline,9,Uniformity_Range,218,0.20785797385953558
XGBBaseline,9,Uniformity_Range,266,0.1838607976853041
XGBBaseline,9,Uniformity_Range,314,0.16761288779173486
XGBBaseline,9,Uniformity_Range,362,0.15390250007171338
XGBBaseline,9,Uniformity_Range,411,0.14457285394699615
XGBBaseline,9,Uniformity_Range,459,0.13762090614507677
XGBBaseline,9,Uniformity_Range,507,0.13223833229549806
XGBBaseline,9,Uniformity_Range,555,0.12803637575019705
XGBBaseline,9,Uniformity_Range,603,0.12505457481791146
XGBBaseline,9,Uniformity_Range,652,0.1223801280338002
XGBBaseline,9,Uniformity_Range,700,0.12033407332191577
XGBBaseline,9,Uniformity_Range,748,0.1186315929470036
XGBBaseline,9,Uniformity_Range,796,0.11749469584906568
XGBBaseline,9,Uniformity_Range,845,0.1163440575931047
XGBBaseline,9,Uniformity_Range,893,0.11557428080740663
XGBBaseline,9,Uniformity_Range,941,0.11485135992620242
XGBBaseline,9,Uniformity_Range,989,0.11424044175686093
XGBBaseline,9,Uniformity_Range,1038,0.11364112008064227
XGBBaseline,9,Uniformity_Range,1086,0.11323549974516933
XGBBaseline,9,Uniformity_Range,1134,0.11296368956616432
XGBBaseline,9,Uniformity_Range,1182,0.11282059972639416
XGBBaseline,9,Uniformity_1sigma,31,0.43577021615973777
XGBBaseline,9,Uniformity_1sigma,79,0.2564938648043256
XGBBaseline,9,Uniformity_1sigma,127,0.1875782671302625
XGBBaseline,9,Uniformity_1sigma,175,0.15675871651842704
XGBBaseline,9,Uniformity_1sigma,223,0.13754178075962897
XGBBaseline,9,Uniformity_1sigma,272,0.12406357894336756
XGBBaseline,9,Uniformity_1sigma,320,0.11448154841157243
XGBBaseline,9,Uniformity_1sigma,368,0.10711008742514277
XGBBaseline,9,Uniformity_1sigma,416,0.10236755383412384
XGBBaseline,9,Uniformity_1sigma,465,0.0982103677621428
XGBBaseline,9,Uniformity_1sigma,513,0.09507928972987448
XGBBaseline,9,Uniformity_1sigma,561,0.0927801650432335
XGBBaseline,9,Uniformity_1sigma,609,0.09085022526175629
XGBBaseline,9,Uniformity_1sigma,658,0.08932508771694647
XGBBaseline,9,Uniformity_1sigma,706,0.08830953255204128
XGBBaseline,9,Uniformity_1sigma,754,0.08753878473902925
XGBBaseline,9,Uniformity_1sigma,802,0.08683941368967131
XGBBaseline,9,Uniformity_1sigma,851,0.08611134850704108
XGBBaseline,9,Uniformity_1sigma,899,0.08557190731490905
XGBBaseline,9,Uniformity_1sigma,947,0.08506121532971318
XGBBaseline,9,Uniformity_1sigma,995,0.0846743397894027
XGBBaseline,9,Uniformity_1sigma,1043,0.08430991314504466
XGBBaseline,9,Uniformity_1sigma,1092,0.08399741781424537
XGBBaseline,9,Uniformity_1sigma,1140,0.0837876495265059
XGBBaseline,9,Uniformity_1sigma,1188,0.08361179891501859
XGBBaseline,9,RI,36,0.00488627887781966
XGBBaseline,9,RI,85,0.00450220433933459
XGBBaseline,9,RI,133,0.0043400977672795
XGBBaseline,9,RI,181,0.00427580512536684
XGBBaseline,9,RI,229,0.00424567586267932
XGBBaseline,9,RI,278,0.00422999369407084
XGBBaseline,9,RI,326,0.00422835576289919
XGBBaseline,9,RI,374,0.0042163342530921
XGBBaseline,9,RI,422,0.00420860852216194
XGBBaseline,9,RI,471,0.00420645110847749
XGBBaseline,9,RI,519,0.0042010436371862
XGBBaseline,9,RI,567,0.00419928027882121
XGBBaseline,9,RI,615,0.00419928027882121
XGBBaseline,9,RI,663,0.00419553120942162
XGBBaseline,9,RI,712,0.00419328843380289
XGBBaseline,9,RI,760,0.00419111731935334
XGBBaseline,9,RI,808,0.00418318921917276
XGBBaseline,9,RI,856,0.00418318921917276
XGBBaseline,9,RI,905,0.00418318921917276
XGBBaseline,9,RI,953,0.00418156935971028
XGBBaseline,9,RI,1001,0.00417884221251857
XGBBaseline,9,RI,1049,0.00417884221251857
XGBBaseline,9,RI,1098,0.00417884221251857
XGBBaseline,9,RI,1146,0.00417884221251857
XGBBaseline,9,RI,1194,0.00417884221251857
XGBBaseline,9,Stress,42,47.94318811102463
XGBBaseline,9,Stress,91,29.729298747131654
XGBBaseline,9,Stress,139,22.22323406062296
XGBBaseline,9,Stress,187,17.884510124965303
XGBBaseline,9,Stress,235,15.104395224586238
XGBBaseline,9,Stress,284,13.067237683463285
XGBBaseline,9,Stress,332,11.747481211256563
XGBBaseline,9,Stress,380,10.668437655709926
XGBBaseline,9,Stress,428,9.834640385273854
XGBBaseline,9,Stress,476,9.215689932407274
XGBBaseline,9,Stress,525,8.729886251596064
XGBBaseline,9,Stress,573,8.385847534131319
XGBBaseline,9,Stress,621,8.097288093165334
XGBBaseline,9,Stress,669,7.856589137628722
XGBBaseline,9,Stress,718,7.6660839788159425
XGBBaseline,9,Stress,766,7.515068577638373
XGBBaseline,9,Stress,814,7.395145791870362
XGBBaseline,9,Stress,862,7.290806164336914
XGBBaseline,9,Stress,911,7.20336753023176
XGBBaseline,9,Stress,959,7.132626991540182
XGBBaseline,9,Stress,1007,7.075668514243135
XGBBaseline,9,Stress,1055,7.022310849391577
XGBBaseline,9,Stress,1104,6.979349470548465
XGBBaseline,9,Stress,1152,6.944805687617172
XGBBaseline,9,Stress,1200,6.916260541612565
XGBBaseline,10,Thickness,1,2130.121829462177
XGBBaseline,10,Thickness,49,841.8356449197279
XGBBaseline,10,Thickness,97,462.4456382095916
XGBBaseline,10,Thickness,146,316.91086324897424
XGBBaseline,10,Thickness,194,249.98897276281835
XGBBaseline,10,Thickness,242,215.4770826942996
XGBBaseline,10,Thickness,290,196.26580471926394
XGBBaseline,10,Thickness,339,184.564948036569
XGBBaseline,10,Thickness,387,177.34180603890402
XGBBaseline,10,Thickness,435,172.33214254751732
XGBBaseline,10,Thickness,483,168.4704159545492
XGBBaseline,10,Thickness,532,166.2825609535786
XGBBaseline,10,Thickness,580,164.3633918512864
XGBBaseline,10,Thickness,628,162.91074889980362
XGBBaseline,10,Thickness,676,161.90776756148747
XGBBaseline,10,Thickness,725,161.28788401980705
XGBBaseline,10,Thickness,773,160.71672674520977
XGBBaseline,10,Thickness,821,160.42195672481984
XGBBaseline,10,Thickness,869,160.08747597675287
XGBBaseline,10,Thickness,917,159.8732476237388
XGBBaseline,10,Thickness,966,159.67569137976977
XGBBaseline,10,Thickness,1014,159.56570395307597
XGBBaseline,10,Thickness,1062,159.46984471715498
XGBBaseline,10,Thickness,1110,159.4177130347012
XGBBaseline,10,Thickness,1159,159.31089861530634
XGBBaseline,10,MAX,7,1972.1507730408453
XGBBaseline,10,MAX,55,863.5283293219733
XGBBaseline,10,MAX,103,559.9584585190953
XGBBaseline,10,MAX,152,460.2453422575073
XGBBaseline,10,MAX,200,420.8742182505598
XGBBaseline,10,MAX,248,402.7969320418978
XGBBaseline,10,MAX,296,390.93833532592964
XGBBaseline,10,MAX,345,384.7992735152583
XGBBaseline,10,MAX,393,380.44762623738427
XGBBaseline,10,MAX,441,377.6787848310435
XGBBaseline,10,MAX,489,375.1383657798537
XGBBaseline,10,MAX,538,373.61872757001134
XGBBaseline,10,MAX,586,372.4164654429553
XGBBaseline,10,MAX,634,371.5632368765549
XGBBaseline,10,MAX,682,371.1006908786478
XGBBaseline,10,MAX,730,370.72802962421497
XGBBaseline,10,MAX,779,370.7700407794039
XGBBaseline,10,MAX,827,370.35429008610527
XGBBaseline,10,MAX,875,370.2353540298127
XGBBaseline,10,MAX,923,370.0369115328761
XGBBaseline,10,MAX,972,369.90307844637414
XGBBaseline,10,MAX,1020,369.8604373416329
XGBBaseline,10,MAX,1068,369.79670460674805
XGBBaseline,10,MAX,1116,369.7002963608006
XGBBaseline,10,MAX,1165,369.65316033782364
XGBBaseline,10,MIN,13,1567.9448991901954
XGBBaseline,10,MIN,61,671.935843693721
XGBBaseline,10,MIN,109,400.6436391687083
XGBBaseline,10,MIN,158,285.7884323751758
XGBBaseline,10,MIN,206,234.99796885569813
XGBBaseline,10,MIN,254,206.07453470448897
XGBBaseline,10,MIN,302,188.4546143468386
XGBBaseline,10,MIN,350,176.77802584849945
XGBBaseline,10,MIN,399,168.7003487571945
XGBBaseline,10,MIN,447,164.00653517306884
XGBBaseline,10,MIN,495,161.04119666953466
XGBBaseline,10,MIN,543,158.7266465383167
XGBBaseline,10,MIN,592,157.18583818706443
XGBBaseline,10,MIN,640,156.16290549970017
XGBBaseline,10,MIN,688,155.30323915972767
XGBBaseline,10,MIN,736,154.74362331956067
XGBBaseline,10,MIN,785,154.29850666104207
XGBBaseline,10,MIN,833,154.06144947665854
XGBBaseline,10,MIN,881,153.80155764227382
XGBBaseline,10,MIN,929,153.84371771777998
XGBBaseline,10,MIN,978,153.5977843552813
XGBBaseline,10,MIN,1026,153.3948554630793
XGBBaseline,10,MIN,1074,153.28729230815654
XGBBaseline,10,MIN,1122,153.23188608027968
XGBBaseline,10,MIN,1170,153.18961287925478
XGBBaseline,10,Deposition_Rate,19,1720.550813985955
XGBBaseline,10,Deposition_Rate,67,722.0904395017093
XGBBaseline,10,Deposition_Rate,115,401.0579690475733
XGBBaseline,10,Deposition_Rate,163,292.59416412468744
XGBBaseline,10,Deposition_Rate,212,237.31092488891366
XGBBaseline,10,Deposition_Rate,260,198.5702235403329
XGBBaseline,10,Deposition_Rate,308,170.2597406645395
XGBBaseline,10,Deposition_Rate,356,144.1283621138893
XGBBaseline,10,Deposition_Rate,405,126.27140510789685
XGBBaseline,10,Deposition_Rate,453,112.72830500318676
XGBBaseline,10,Deposition_Rate,501,100.28180377510647
XGBBaseline,10,Deposition_Rate,549,91.67970437891431
XGBBaseline,10,Deposition_Rate,598,85.9008002560448
XGBBaseline,10,Deposition_Rate,646,80.79032619631509
XGBBaseline,10,Deposition_Rate,694,76.9859548047687
XGBBaseline,10,Deposition_Rate,742,73.74643436604482
XGBBaseline,10,Deposition_Rate,790,71.67171597191596
XGBBaseline,10,Deposition_Rate,839,70.07250403631542
XGBBaseline,10,Deposition_Rate,887,69.01847406285766
XGBBaseline,10,Deposition_Rate,935,68.21556454781079
XGBBaseline,10,Deposition_Rate,983,67.69653018166167
XGBBaseline,10,Deposition_Rate,1032,67.33166914984385
XGBBaseline,10,Deposition_Rate,1080,67.06717343621835
XGBBaseline,10,Deposition_Rate,1128,66.86721273246923
XGBBaseline,10,Deposition_Rate,1176,66.74990622426904
XGBBaseline,10,Uniformity_Range,25,0.8216444481988582
XGBBaseline,10,Uniformity_Range,73,0.45411298661662197
XGBBaseline,10,Uniformity_Range,121,0.31232568829439417
XGBBaseline,10,Uniformity_Range,169,0.2388065706703692
XGBBaseline,10,Uniformity_Range,218,0.19843155425764664
XGBBaseline,10,Uniformity_Range,266,0.1717901817126952
XGBBaseline,10,Uniformity_Range,314,0.14912883575794048
XGBBaseline,10,Uniformity_Range,362,0.13298357362532867
XGBBaseline,10,Uniformity_Range,411,0.12079097773800622
XGBBaseline,10,Uniformity_Range,459,0.11216346849098927
XGBBaseline,10,Uniformity_Range,507,0.10385636928521118
XGBBaseline,10,Uniformity_Range,555,0.09812561722608454
XGBBaseline,10,Uniformity_Range,603,0.09137273310987296
XGBBaseline,10,Uniformity_Range,652,0.08638032978091953
XGBBaseline,10,Uniformity_Range,700,0.0828157812541867
XGBBaseline,10,Uniformity_Range,748,0.07939484656286581
XGBBaseline,10,Uniformity_Range,796,0.07612144723049642
XGBBaseline,10,Uniformity_Range,845,0.07334246752962037
XGBBaseline,10,Uniformity_Range,893,0.07136918758684525
XGBBaseline,10,Uniformity_Range,941,0.06911620399076049
XGBBaseline,10,Uniformity_Range,989,0.06736267459139952
